outcome,month,mmwr_week,age_group,vaccine_product,one_boosted_with_outcome,one_booster_population,two_boosted_with_outcome,two_booster_population,vaccinated_with_outcome,fully_vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_one_booster_ir,crude_two_booster_ir,crude_vax_ir,crude_unvax_ir,crude_irr,crude_one_booster_irr,crude_two_booster_irr,crude_one_two_booster_irr,age_adj_one_booster_ir,age_adj_two_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_one_booster_irr,age_adj_two_booster_irr,age_adj_vax_irr,age_adj_one_two_booster_irr,continuity_correction
case,MAR 2022,202213,50-64,all_types,9958,17514923,57,179056,4344,15120733,5370,6498285.05,56.85437498,31.8336163,28.72876599,82.63718748,2.876461436,1.453488628,2.595909516,1.785985433,,,,,,,,,1
case,MAR 2022,202213,65+,all_types,8971,20557471,86,328799,2811,10234398,3912,3000193.15,43.63863629,26.15579731,27.46619782,130.391605,4.747348207,2.987985328,4.985189455,1.668411625,,,,,,,,,1
case,MAR 2022,202213,all_ages,Janssen,840,2076708,5,27286,688,2545266,9282,9498478.2,40.44863313,18.32441545,27.03057362,97.72091702,3.615199529,2.415926311,5.332825884,2.207362807,39.35448485,14.9808566,27.66770252,104.47688,2.654764264,6.97402577,3.776131391,2.626984951,1
case,MAR 2022,202213,all_ages,Moderna,7794,17099068,59,222970,2723,10482798,9282,9498478.2,45.58143169,26.46095887,25.97588926,97.72091702,3.761985433,2.143875552,3.69302252,1.722591835,47.55327282,27.36389192,25.96568845,104.47688,2.1970492,3.818056302,4.02365145,1.737811016,1
case,MAR 2022,202213,all_ages,Pfizer,10279,18857266,79,252052,3736,12304062,9282,9498478.2,54.50949252,31.3427388,30.36395623,97.72091702,3.218319651,1.7927321,3.117816782,1.739142609,55.22631849,32.45442033,30.31982534,104.47688,1.891795123,3.219187985,3.445827237,1.701657831,1
case,MAR 2022,202213,all_ages,all_types,18929,38072394,143,507855,7155,25355131,9282,9498478.2,49.71843904,28.15764342,28.21914034,97.72091702,3.462930332,1.965486426,3.470493448,1.765717333,50.81037561,29.23695975,28.15135133,104.47688,2.056211527,3.573452264,3.7112563,1.737881642,1
case,APR 2022,202214,50-64,all_types,13529,17589646,97,191107,5653,15052015,6730,6474718.05,76.91456667,50.75690582,37.55643347,103.9427501,2.767641665,1.351405261,2.047854344,1.515351762,,,,,,,,,1
case,APR 2022,202214,65+,all_types,12619,20584308,169,362140,3398,10184338,4747,2975479.15,61.30397971,46.66703485,33.36495706,159.5373303,4.781583565,2.602397611,3.418630107,1.313646344,,,,,,,,,1
case,APR 2022,202214,all_ages,Janssen,998,2086187,5,28578,828,2536496,11477,9450197.2,47.83847277,17.49597593,32.64345775,121.4472011,3.720414733,2.538693108,6.941436227,2.73425575,46.75176896,18.04923425,33.4514488,129.3680113,2.767125483,7.167506912,3.86733657,2.590235591,1
case,APR 2022,202214,all_ages,Moderna,10650,17140948,103,242190,3493,10431916,11477,9450197.2,62.13191943,42.52859325,33.48378189,121.4472011,3.627045521,1.954666816,2.855659965,1.460944618,64.32789906,44.37124892,33.46957676,129.3680113,2.011071606,2.915581924,3.865241924,1.449765346,1
case,APR 2022,202214,all_ages,Pfizer,14479,18907455,158,276828,4722,12245036,11477,9450197.2,76.57825974,57.07515136,38.56256527,121.4472011,3.149354828,1.585922709,2.127847202,1.341709271,77.5065096,58.05930157,38.10535444,129.3680113,1.669124464,2.228204745,3.395008738,1.334954219,1
case,APR 2022,202214,all_ages,all_types,26148,38173954,266,553247,9051,25236353,11477,9450197.2,68.49696523,48.07979076,35.86492866,121.4472011,3.386238469,1.773030392,2.525951116,1.424651899,69.77532307,48.88647102,35.6395311,129.3680113,1.854065386,2.646294743,3.62990217,1.427293106,1
case,APR 2022,202215,50-64,all_types,18060,17584154,211,301531,7482,14968522,8521,6449467.05,102.7061069,69.97622135,49.98489497,132.1194439,2.643187386,1.286383526,1.888061992,1.467728678,,,,,,,,,1
case,APR 2022,202215,65+,all_types,16538,20428033,408,636459,4546,10088500,6213,2949939.15,80.95737852,64.10467917,45.06120831,210.6145139,4.673965075,2.601548095,3.285478012,1.262893436,,,,,,,,,1
case,APR 2022,202215,all_ages,Janssen,1354,2087268,22,39525,1116,2526554,14734,9399406.2,64.8694849,55.66097407,44.17083506,156.7545831,3.548825438,2.416461042,2.816238589,1.165439268,62.41985923,53.72239375,44.39958864,168.0178651,2.691737328,3.127520078,3.784221211,1.161896462,1
case,APR 2022,202215,all_ages,Moderna,14212,17061230,258,423097,4689,10348439,14734,9399406.2,83.2999731,60.97892446,45.31118172,156.7545831,3.459512137,1.881808328,2.57063542,1.366045299,86.11397556,65.19109247,45.27941551,168.0178651,1.951110305,2.57731323,3.710689796,1.320946962,1
case,APR 2022,202215,all_ages,Pfizer,18990,18824453,337,469468,6210,12159216,14734,9399406.2,100.8794253,71.78338034,51.07237177,156.7545831,3.069263824,1.553880612,2.183716932,1.405331218,102.1636278,71.3381267,50.72876113,168.0178651,1.644595721,2.355232368,3.312082955,1.432104157,1
case,APR 2022,202215,all_ages,all_types,34598,38012187,619,937990,12028,25057022,14734,9399406.2,91.01817793,65.99217476,48.00251203,156.7545831,3.265549581,1.722233807,2.375351072,1.379226829,92.75968589,67.29096871,47.73312836,168.0178651,1.811324213,2.496885813,3.519942456,1.37848641,1
case,APR 2022,202216,50-64,all_types,20733,17372584,551,636903,8972,14876615,10346,6427287.05,119.3432134,86.51238886,60.30941851,160.9699383,2.669067988,1.348798425,1.860657652,1.379492752,,,,,,,,,1
case,APR 2022,202216,65+,all_types,20443,19645842,1138,1627830,5898,9939755,7678,2925861.15,104.0576423,69.90901998,59.33747864,262.4184678,4.42247419,2.521856751,3.753714011,1.488472337,,,,,,,,,1
case,APR 2022,202216,all_ages,Janssen,1629,2067115,43,73388,1382,2514666,18024,9353148.2,78.80548494,58.59268545,54.95759675,192.7051685,3.506433685,2.445326853,3.288894629,1.344971379,77.17445865,59.19747669,56.40445864,207.3657444,2.686973747,3.502949044,3.67640696,1.30367818,1
case,APR 2022,202216,all_ages,Moderna,16928,16599318,708,1042114,5627,10233254,18024,9353148.2,101.9800934,67.93882435,54.98739697,192.7051685,3.504533386,1.889635144,2.836451327,1.50105767,104.0913657,74.33749073,54.96429617,207.3657444,1.992151251,2.789517676,3.772735372,1.400253959,1
case,APR 2022,202216,all_ages,Pfizer,22581,18313933,937,1141930,7838,12045849,18024,9353148.2,123.2995665,82.05406636,65.06805789,192.7051685,2.96159398,1.562902239,2.348514547,1.502662476,124.0080378,85.75695701,65.05520605,207.3657444,1.672195996,2.418063229,3.187534971,1.446040557,1
case,APR 2022,202216,all_ages,all_types,41176,37018426,1689,2264733,14870,24816370,18024,9353148.2,111.2310934,74.57832778,59.9201253,192.7051685,3.216034138,1.732475719,2.583929866,1.491466713,112.3526105,78.91911288,59.86491789,207.3657444,1.845669126,2.627573179,3.463894241,1.423642592,1
case,APR 2022,202217,50-64,all_types,26678,17135266,1179,994375,11384,14788030,12902,6405603.05,155.6906091,118.566939,76.98118005,201.4174138,2.616450068,1.293703037,1.698765401,1.313103048,,,,,,,,,1
case,APR 2022,202217,65+,all_types,24566,18807129,2266,2670789,7068,9798070,9583,2904098.3,130.6206811,84.84384203,72.13665548,329.9819431,4.574400364,2.526261081,3.889285719,1.53954227,,,,,,,,,1
case,APR 2022,202217,all_ages,Janssen,2065,2044864,73,109041,1731,2503043,22485,9309701.35,100.984711,66.94729505,69.15582353,241.5222482,3.492435428,2.391671431,3.607647598,1.508421078,98.28206754,65.52054299,69.82285119,260.2142736,2.647627183,3.971491409,3.726778113,1.500019125,1
case,APR 2022,202217,all_ages,Moderna,21040,16099310,1456,1692922,6906,10124559,22485,9309701.35,130.6888308,86.00514377,68.21037835,241.5222482,3.54084311,1.848071077,2.808230271,1.519546681,134.0291831,97.00627281,68.1271142,260.2142736,1.941474742,2.682447908,3.819540526,1.381654806,1
case,APR 2022,202217,all_ages,Pfizer,28094,17761574,1913,1854244,9796,11936126,22485,9309701.35,158.1729187,103.1687308,82.07017922,241.5222482,2.942874629,1.526950695,2.34104119,1.533147859,159.1321318,112.0818348,81.89985943,260.2142736,1.635208871,2.321645378,3.177224911,1.419785214,1
case,APR 2022,202217,all_ages,all_types,51244,35942395,3445,3665164,18452,24586100,22485,9309701.35,142.5725804,93.99306552,75.05053669,241.5222482,3.218128195,1.694030139,2.569575179,1.516841477,144.2252924,103.1442387,74.76561691,260.2142736,1.804220808,2.522819275,3.480400274,1.398287429,1
case,MAY 2022,202218,50-64,all_types,33956,16924871,2088,1309251,15004,14711331,17043,6385065.05,200.6278216,159.4804969,101.9894121,266.9197552,2.617132011,1.330422436,1.673682741,1.258008506,,,,,,,,,1
case,MAY 2022,202218,65+,all_types,29494,18127826,3827,3518333,8767,9681866,12094,2885853.6,162.7001495,108.7731036,90.55072648,419.0787779,4.62811061,2.575773773,3.852779446,1.495775555,,,,,,,,,1
case,MAY 2022,202218,all_ages,Janssen,2627,2026127,151,139683,2193,2492725,29137,9270918.65,129.6562358,108.1019165,87.97601019,314.2838493,3.572381251,2.423977894,2.907292114,1.199388873,127.3996226,105.4009329,88.56333586,336.5071661,2.641351357,3.192639353,3.799621624,1.208714374,1
case,MAY 2022,202218,all_ages,Moderna,26184,15684990,2418,2232356,9034,10035088,29137,9270918.65,166.93667,108.3160571,90.02412336,314.2838493,3.491107023,1.88265316,2.901544403,1.541199657,172.0515384,121.3432441,89.86846316,336.5071661,1.955850957,2.773184189,3.744441089,1.417891368,1
case,MAY 2022,202218,all_ages,Pfizer,34552,17306004,3336,2445320,12514,11843197,29137,9270918.65,199.6532533,136.4238627,105.6640365,314.2838493,2.97436914,1.5741484,2.303730763,1.463477498,200.8448389,150.8912699,104.717582,336.5071661,1.675458368,2.230130122,3.213473419,1.331056721,1
case,MAY 2022,202218,all_ages,all_types,63450,35052697,5915,4827584,23771,24393197,29137,9270918.65,181.0131757,122.525056,97.44930113,314.2838493,3.225101111,1.73624847,2.565057789,1.4773564,183.2822285,136.2903098,96.75811854,336.5071661,1.836005427,2.469046895,3.477818411,1.344792809,1
case,MAY 2022,202219,50-64,all_types,40114,16721423,3204,1612053,18249,14638358,22077,6364599.05,239.895851,198.7527705,124.6656217,346.8718112,2.782417531,1.445926679,1.745242646,1.207006324,,,,,,,,,1
case,MAY 2022,202219,65+,all_types,33962,17530339,5832,4266549,10711,9576416,15460,2868463.6,193.7327053,136.6912697,111.8476892,538.9644826,4.818735967,2.782000497,3.94293274,1.417301235,,,,,,,,,1
case,MAY 2022,202219,all_ages,Janssen,3270,2009085,223,167978,2570,2483078,37537,9233062.65,162.7606597,132.7554799,103.5005747,406.5498245,3.927995818,2.497838392,3.062395804,1.22601839,159.8171461,128.825482,105.5009446,434.7222154,2.720122503,3.374504863,4.120552826,1.240570915,1
case,MAY 2022,202219,all_ages,Moderna,30643,15309681,3797,2722514,11005,9951690,37537,9233062.65,200.154399,139.4666841,110.5842324,406.5498245,3.676381484,2.031181061,2.915031838,1.435141305,205.7547365,159.7937228,110.3561513,434.7222154,2.112817536,2.720521231,3.939265826,1.287627154,1
case,MAY 2022,202219,all_ages,Pfizer,40078,16898345,5006,2976819,15341,11757954,37537,9233062.65,237.1711549,168.166086,130.47338,406.5498245,3.115959934,1.714162182,2.417549425,1.410338794,238.4802132,182.7107223,129.4040173,434.7222154,1.822885889,2.379292304,3.359418234,1.305233815,1
case,MAY 2022,202219,all_ages,all_types,74076,34251762,9036,5878602,28960,24214774,37537,9233062.65,216.2691659,153.7100147,119.5964084,406.5498245,3.399348108,1.879832581,2.644914355,1.406994634,218.7839003,170.3699702,118.8035524,434.7222154,1.986993626,2.551636388,3.659168491,1.284169387,1
case,MAY 2022,202220,50-64,all_types,42349,16523214,4164,1901842,20166,14572570,25547,6342758.05,256.3000152,218.9456327,138.3832776,402.7743105,2.91057068,1.57149546,1.83960879,1.170610311,,,,,,,,,1
case,MAY 2022,202220,65+,all_types,35175,17013260,7487,4914735,12070,9486510,17567,2851395.6,206.7504993,152.3378168,127.2333029,616.0842782,4.842162109,2.979844209,4.044197896,1.35718434,,,,,,,,,1
case,MAY 2022,202220,all_ages,Janssen,3425,1992703,316,194806,2907,2474123,43114,9194153.65,171.8770936,162.2126629,117.4961795,468.9284261,3.991009991,2.72827761,2.890825031,1.059578769,167.7508392,157.943066,119.598847,500.328094,2.982566862,3.167774989,4.183385599,1.06209689,1
case,MAY 2022,202220,all_ages,Moderna,32070,14970658,4934,3162939,12458,9879916,43114,9194153.65,214.219041,155.9941561,126.0941895,468.9284261,3.718874185,2.189013749,3.00606406,1.373250424,219.5117182,176.2299281,125.8740301,500.328094,2.279277381,2.839064281,3.974831772,1.24559841,1
case,MAY 2022,202220,all_ages,Pfizer,41934,16539305,6386,3446548,16825,11683124,43114,9194153.65,253.541488,185.2868435,144.0111395,468.9284261,3.256195512,1.849513584,2.530824192,1.36837286,254.8539625,201.0751742,143.0284574,500.328094,1.963195271,2.488263884,3.498101728,1.267456132,1
case,MAY 2022,202220,all_ages,all_types,77524,33536474,11651,6816577,32236,24059080,43114,9194153.65,231.1632404,170.9215637,133.9868357,468.9284261,3.49980969,2.028559668,2.743529932,1.352452174,233.6393642,188.4836504,133.2840212,500.328094,2.141454612,2.654490683,3.753849032,1.239573637,1
case,MAY 2022,202221,50-64,all_types,41876,16324871,4824,2190994,20701,14506357,25947,6320904.05,256.5165752,220.1740397,142.7029543,410.4950778,2.876570284,1.600267263,1.864411801,1.165062764,,,,,,,,,1
case,MAY 2022,202221,65+,all_types,34245,16542830,8596,5509272,12517,9400543,17768,2835126.6,207.0081117,156.0278745,133.1518828,626.709227,4.706724484,3.02746217,4.016649135,1.32673801,,,,,,,,,1
case,MAY 2022,202221,all_ages,Janssen,3430,1976301,304,221682,2858,2464814,43715,9156030.65,173.5565584,137.1333712,115.9519542,477.4448849,4.117609645,2.750946949,3.481609769,1.265604111,169.360039,133.9153498,117.7411104,509.3770407,3.00765779,3.80372408,4.326246278,1.264679809,1
case,MAY 2022,202221,all_ages,Moderna,31296,14655285,5736,3576486,12848,9809571,43715,9156030.65,213.5475359,160.3808878,130.9741272,477.4448849,3.645337404,2.23577801,2.97694377,1.331502393,218.6891316,179.2493396,130.7303889,509.3770407,2.329228879,2.841723388,3.896393524,1.220027544,1
case,MAY 2022,202221,all_ages,Pfizer,41294,16203052,7369,3888923,17470,11610734,43715,9156030.65,254.8532215,189.4869094,150.464217,477.4448849,3.173145712,1.873411221,2.519672132,1.344964791,255.9479271,205.321466,149.7795947,509.3770407,1.990158883,2.480875725,3.400844031,1.246571691,1
case,MAY 2022,202221,all_ages,all_types,76121,32867701,13420,7700266,33218,23906900,43715,9156030.65,231.5981881,174.2796937,138.9473332,477.4448849,3.43615724,2.061522539,2.739532499,1.328887969,233.8746988,190.8378526,138.3349298,509.3770407,2.177991221,2.669161457,3.682201172,1.22551525,1
case,JUN 2022,202222,50-64,all_types,39130,16112603,5400,2499753,20044,14435519,26010,6303943.05,242.8533738,216.0213429,138.8519526,412.5989051,2.971502362,1.698963035,1.90999139,1.124210092,,,,,,,,,1
case,JUN 2022,202222,65+,all_types,33002,16082965,9632,6093551,12628,9313860,18570,2823405.6,205.1984817,158.0687517,135.582884,657.7163409,4.85102781,3.205269041,4.160951066,1.29815969,,,,,,,,,1
case,JUN 2022,202222,all_ages,Janssen,3105,1958306,378,250217,2698,2455277,44580,9127348.65,158.5554045,151.0688722,109.8857685,488.422232,4.444817912,3.080451489,3.233109673,1.049557081,155.3758699,147.3512086,110.5394541,524.6993077,3.376967787,3.560875493,4.746715205,1.05445942,1
case,JUN 2022,202222,all_ages,Moderna,30309,14339338,6412,3993648,12716,9736557,44580,9127348.65,211.3695904,160.5549613,130.6005809,488.422232,3.739816689,2.310749768,3.042087445,1.316493671,215.0525352,175.6337618,130.4722046,524.6993077,2.439865716,2.987462675,4.021540906,1.224437335,1
case,JUN 2022,202222,all_ages,Pfizer,38648,15865565,8230,4335405,17216,11535911,44580,9127348.65,243.5967455,189.8323225,149.238322,488.422232,3.272766844,2.00504416,2.572913957,1.283220594,244.3480326,204.2518329,149.1246381,524.6993077,2.147344106,2.568884206,3.518528625,1.196307661,1
case,JUN 2022,202222,all_ages,all_types,72132,32195568,15032,8593304,32672,23749379,44580,9127348.65,224.0432596,174.9268966,137.5699129,488.422232,3.550356483,2.180035377,2.792150559,1.280782224,225.6325321,189.5176844,137.3568982,524.6993077,2.325459466,2.768603412,3.819970563,1.190561888,1
case,JUN 2022,202223,50-64,all_types,38343,15886624,6078,2822429,20376,14365254,26486,6284705.05,241.3539843,215.3464268,141.8422535,421.4358477,2.971158714,1.746131719,1.957013422,1.120770788,,,,,,,,,1
case,JUN 2022,202223,65+,all_types,32327,15646762,10305,6645260,12829,9234566,19222,2809354.6,206.6050471,155.0729392,138.9236917,684.2140896,4.92510731,3.311700751,4.412208172,1.332308836,,,,,,,,,1
case,JUN 2022,202223,all_ages,Janssen,3262,1939866,407,279224,2816,2445703,45708,9094059.65,168.1559448,145.7611094,115.1407182,502.6138134,4.365213463,2.988974395,3.448202443,1.153640676,163.8124804,140.8694489,117.6203494,541.6131277,3.306299534,3.844787724,4.604757002,1.162867334,1
case,JUN 2022,202223,all_ages,Moderna,29811,14032121,7000,4395334,13002,9669354,45708,9094059.65,212.4482821,159.2597969,134.4660667,502.6138134,3.737848706,2.365817264,3.155936547,1.333973082,216.0922575,176.378603,134.3457329,541.6131277,2.506397657,3.070741681,4.031487386,1.225161407,1
case,JUN 2022,202223,all_ages,Pfizer,37511,15529826,8958,4778182,17337,11463248,45708,9094059.65,241.5416631,187.4771618,151.239858,502.6138134,3.323289376,2.080857633,2.680933552,1.288379133,242.0260853,200.6826391,150.9299739,541.6131277,2.237829559,2.698853923,3.588506072,1.206014065,1
case,JUN 2022,202223,all_ages,all_types,70670,31533386,16383,9467689,33205,23599820,45708,9094059.65,224.1116764,173.0411719,140.7002257,502.6138134,3.57223175,2.24269356,2.904590901,1.29513499,225.462133,187.7813447,140.5074976,541.6131277,2.402235447,2.884275477,3.854692006,1.200663108,1
case,JUN 2022,202224,50-64,all_types,36072,15725373,6433,3056592,19844,14312024,27734,6267959.05,229.3872457,210.4631564,138.6526462,442.4725781,3.191230678,1.928932782,2.102375474,1.0899164,,,,,,,,,1
case,JUN 2022,202224,65+,all_types,31549,15368856,11031,7002749,12824,9178788,20682,2798350.6,205.2787794,157.5238524,139.7134349,739.078227,5.289958173,3.600363512,4.691849619,1.303159974,,,,,,,,,1
case,JUN 2022,202224,all_ages,Janssen,3059,1927185,426,299619,2696,2438718,48416,9066309.65,158.7289233,142.1805693,110.5498873,534.0210281,4.830588626,3.364358663,3.755935362,1.116389701,154.5631182,138.5428004,114.62711,578.1202629,3.740350671,4.17286399,5.043486336,1.11563443,1
case,JUN 2022,202224,all_ages,Moderna,28908,13825581,7557,4670197,13114,9619871,48416,9066309.65,209.0906704,161.8133025,136.3219943,534.0210281,3.917350466,2.554016528,3.30022946,1.292172319,211.327727,174.7236764,136.2660905,578.1202629,2.735657413,3.30876888,4.242583469,1.209496798,1
case,JUN 2022,202224,all_ages,Pfizer,35593,15310402,9470,5073976,16818,11410789,48416,9066309.65,232.4759337,186.6386439,147.3868284,534.0210281,3.623261549,2.297102412,2.861256473,1.245593778,232.810358,199.5183482,147.2884704,578.1202629,2.483223977,2.897579437,3.925088373,1.166861896,1
case,JUN 2022,202224,all_ages,all_types,67621,31094229,17464,10059341,32668,23490812,48416,9066309.65,217.4712227,173.6097822,139.0671383,534.0210281,3.840023134,2.455593993,3.075984667,1.252643831,218.3616376,186.2522418,139.1377804,578.1202629,2.647535846,3.10396405,4.15502002,1.172397365,1
case,JUN 2022,202225,50-64,all_types,38203,15567216,7552,3291537,21918,14255660,28114,6252145.05,245.4067574,229.4368862,153.7494581,449.6696698,2.924691087,1.832344287,1.959883946,1.069604637,,,,,,,,,1
case,JUN 2022,202225,65+,all_types,33359,15093200,13003,7360534,14128,9120663,20005,2788091.6,221.020062,176.6583783,154.9010198,717.5158808,4.632092685,3.246383492,4.061601197,1.251115651,,,,,,,,,1
case,JUN 2022,202225,all_ages,Janssen,3344,1914090,510,320878,3022,2431443,48119,9040236.65,174.7044287,158.9389114,124.2883341,532.275889,4.282589293,3.046722358,3.348933779,1.099192308,171.8793288,153.6730044,127.8043125,572.1647016,3.328874423,3.723260985,4.476881025,1.118474449,1
case,JUN 2022,202225,all_ages,Moderna,30652,13621764,8865,4944785,14365,9567918,48119,9040236.65,225.0222512,179.2797867,150.1371563,532.275889,3.545264225,2.36543669,2.968967662,1.255145688,227.5273844,192.9886575,150.0522226,572.1647016,2.51470698,2.964758183,3.81310381,1.178967652,1
case,JUN 2022,202225,all_ages,Pfizer,37490,15093960,11163,5370303,18614,11355622,48119,9040236.65,248.3774967,207.8653663,163.918806,532.275889,3.247192326,2.143011731,2.560676166,1.19489601,248.6478188,219.2289651,163.9928816,572.1647016,2.301104849,2.609895555,3.488960593,1.134192367,1
case,JUN 2022,202225,all_ages,all_types,71562,30660416,20555,10652071,36046,23376323,48119,9040236.65,233.4019212,192.9671704,154.1987591,532.275889,3.451881792,2.280512029,2.758375364,1.209542124,234.2539058,205.2995091,154.2761058,572.1647016,2.442498022,2.786975498,3.708705886,1.141034905,1
case,JUN 2022,202226,50-64,all_types,39982,15439612,8730,3487160,22263,14205990,30897,6237354.05,258.9572847,250.3469872,156.7155827,495.3542761,3.160848894,1.912880252,1.97867081,1.034393453,,,,,,,,,1
case,JUN 2022,202226,65+,all_types,35448,14875271,14798,7650619,14700,9068792,22970,2778538.6,238.3015409,193.4222577,162.0943561,826.6935719,5.100076226,3.469107119,4.274035375,1.232027501,,,,,,,,,1
case,JUN 2022,202226,all_ages,Janssen,3492,1903534,555,338850,2890,2424814,53867,9015892.65,183.4482599,163.7892873,119.1843993,597.4671848,5.012964686,3.256870275,3.64777938,1.120025998,180.236794,159.545622,122.3669011,646.8868195,3.58909413,4.054557006,5.286452575,1.129688121,1
case,JUN 2022,202226,all_ages,Moderna,32929,13460152,10446,5168289,15116,9522031,53867,9015892.65,244.6406252,202.1171804,158.7476453,597.4671848,3.763628642,2.442223913,2.956043537,1.210390055,246.896435,219.8929377,158.7785004,646.8868195,2.620073553,2.941826264,4.074146172,1.122802931,1
case,JUN 2022,202226,all_ages,Pfizer,38952,14921009,12515,5614050,18893,11306661,53867,9015892.65,261.0547316,222.9228454,167.0961922,597.4671848,3.575588269,2.288666369,2.680152336,1.171054188,261.2411622,233.671822,167.3619298,646.8868195,2.476205565,2.768356124,3.865196945,1.117983161,1
case,JUN 2022,202226,all_ages,all_types,75430,30314883,23528,11137779,36963,23274782,53867,9015892.65,248.8216761,211.2449888,158.8113693,597.4671848,3.762118464,2.401186239,2.828314121,1.17788203,249.5107221,224.3134043,159.1754757,646.8868195,2.592621327,2.883852713,4.063985465,1.112330861,1
case,JUL 2022,202227,50-64,all_types,40858,15334243,9231,3654862,23346,14160365,32304,6223714.05,266.44941,252.5676756,164.8686316,519.0469829,3.148245836,1.948013257,2.055080808,1.054962435,,,,,,,,,1
case,JUL 2022,202227,65+,all_types,36403,14695374,15968,7894025,15775,9022637,24082,2770284.6,247.7174109,202.2795722,174.8380213,869.2969668,4.972013297,3.509228373,4.297502498,1.224628905,,,,,,,,,1
case,JUL 2022,202227,all_ages,Janssen,3588,1894740,647,354451,3165,2418715,56386,8993998.65,189.3663511,182.5358089,130.8546067,626.9291579,4.791036203,3.310668207,3.434554358,1.037420286,186.3897657,179.2330762,136.199128,679.2280165,3.644127208,3.789635433,4.98702177,1.039929513,1
case,JUL 2022,202227,all_ages,Moderna,33579,13327621,11091,5355982,16083,9480838,56386,8993998.65,251.9504419,207.0768722,169.6369034,626.9291579,3.695712108,2.488303467,3.027518966,1.216700055,253.925005,221.5861614,169.7716668,679.2280165,2.674915834,3.065299802,4.000832586,1.145942524,1
case,JUL 2022,202227,all_ages,Pfizer,40022,14777404,13444,5821453,19822,11262239,56386,8993998.65,270.8324141,230.9389082,176.0040788,626.9291579,3.562014939,2.314823209,2.714696985,1.172744845,270.9862139,240.7619742,176.5237853,679.2280165,2.506503954,2.821159857,3.84779884,1.12553577,1
case,JUL 2022,202227,all_ages,all_types,77261,30029617,25199,11548887,39121,23183002,56386,8993998.65,257.2826686,218.1941862,168.7486375,626.9291579,3.715165748,2.436732957,2.873262432,1.17914539,257.8826402,229.5692438,169.427967,679.2280165,2.633864831,2.958706512,4.008948633,1.123332708,1
case,JUL 2022,202228,50-64,all_types,42956,15243705,9677,3803820,25393,14116894,35471,6204916.05,281.7950098,254.4021536,179.8766783,571.6596279,3.178064179,2.028636448,2.24707071,1.10767541,,,,,,,,,1
case,JUL 2022,202228,65+,all_types,38563,14547477,17341,8099228,17147,8980720,26067,2757389.6,265.0837668,214.106826,190.9312394,945.3506316,4.951262218,3.566233584,4.415322245,1.238091152,,,,,,,,,1
case,JUL 2022,202228,all_ages,Janssen,3862,1887489,632,368247,3369,2412866,61538,8962305.65,204.610464,171.6239372,139.6264857,686.6313469,4.917629657,3.35579781,4.000790089,1.192202366,202.1633959,166.6929917,145.9804531,742.561024,3.673073559,4.454662528,5.086715434,1.212788815,1
case,JUL 2022,202228,all_ages,Moderna,35719,13216901,11957,5517792,17474,9441679,61538,8962305.65,270.2524593,216.6989984,185.0730151,686.6313469,3.710056523,2.540703417,3.168594926,1.247132941,272.3630787,228.6287267,185.1486849,742.561024,2.726364482,3.247890301,4.010620029,1.191289838,1
case,JUL 2022,202228,all_ages,Pfizer,41844,14657207,14409,5999688,21628,11221904,61538,8962305.65,285.4841308,240.1624884,192.7302176,686.6313469,3.562655381,2.405147162,2.859028283,1.188712411,285.5769925,247.4135117,193.5366036,742.561024,2.600213055,3.001295358,3.836798879,1.154249784,1
case,JUL 2022,202228,all_ages,all_types,81519,29791182,27018,11903048,42540,23097614,61538,8962305.65,273.6346614,226.9838784,184.1748676,686.6313469,3.728148992,2.509299602,3.025022533,1.205524654,274.1523994,235.9737524,184.9322988,742.561024,2.708570218,3.146794999,4.015312786,1.161791922,1
case,JUL 2022,202229,50-64,all_types,41403,15168248,9780,3932591,24504,14077109,35496,6185499.05,272.9583535,248.691003,174.0698321,573.8583049,3.296713153,2.102365791,2.307515343,1.097580332,,,,,,,,,1
case,JUL 2022,202229,65+,all_types,38372,14430026,17663,8266632,16700,8943315,26216,2744188.6,265.9177468,213.6662186,186.7316538,955.3279246,5.116047041,3.592569267,4.471122908,1.244547447,,,,,,,,,1
case,JUL 2022,202229,all_ages,Janssen,3845,1881434,629,379735,3427,2408065,61712,8929687.65,204.3653936,165.6418292,142.3134342,691.0880024,4.856098134,3.381629297,4.172182871,1.233778899,205.145404,162.4090793,147.0120434,748.3171223,3.647740128,4.607606457,5.09017564,1.263139998,1
case,JUL 2022,202229,all_ages,Moderna,35053,13126608,12355,5653761,16990,9406244,61712,8929687.65,267.0377603,218.5271008,180.6246999,691.0880024,3.826099103,2.587978576,3.162481906,1.221989214,268.4282226,229.3047741,180.8041551,748.3171223,2.787773636,3.263417106,4.138827019,1.17061768,1
case,JUL 2022,202229,all_ages,Pfizer,40788,14560838,14442,6148160,20722,11185003,61712,8929687.65,280.1212403,234.8995472,185.2659315,691.0880024,3.730248712,2.467103179,2.942057619,1.192515029,280.1402872,241.33129,186.1946915,748.3171223,2.6712228,3.100787811,4.019003531,1.160812124,1
case,JUL 2022,202229,all_ages,all_types,79775,29598274,27443,12199223,41204,23020424,61712,8929687.65,269.5258514,224.9569501,178.988884,691.0880024,3.861066604,2.564088004,3.072090024,1.198121913,269.7384486,232.6729975,179.8605067,748.3171223,2.774232322,3.216175192,4.160541612,1.159302762,1
