outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,APR 2021,202114,12-17,all_types,9,37820,31430,17985455,23.79693284,174.7523207,7.343480854,,,,0
case,APR 2021,202114,18-29,all_types,676,2612741,77855,31792647,25.87321131,244.8836676,9.464757375,,,,0
case,APR 2021,202114,30-49,all_types,1858,7601712,100009,41979718,24.44186257,238.2317099,9.746872163,,,,0
case,APR 2021,202114,50-64,all_types,1560,7641882,51213,23586172,20.41381953,217.1314616,10.63649364,,,,0
case,APR 2021,202114,65-79,all_types,1685,14812372,15104,7825121,11.37562573,193.0193795,16.96780328,,,,0
case,APR 2021,202114,80+,all_types,804,5113381,3786,2574283,15.72345186,147.0700774,9.353548997,,,,0
case,APR 2021,202114,all_ages_adj,Janssen,1161,2303543,279397,125743396,50.400622,222.1961621,4.408599602,56.96648656,220.3575325,3.868195948,0
case,APR 2021,202114,all_ages_adj,Moderna,1810,16618842,279397,125743396,10.89125223,222.1961621,20.40134205,23.48165674,220.3575325,9.384241277,0
case,APR 2021,202114,all_ages_adj,Pfizer,3594,18846451,279397,125743396,19.0699034,222.1961621,11.65166689,22.35156652,220.3575325,9.858706423,0
case,APR 2021,202114,all_ages_adj,all_types,6592,37819908,279397,125743396,17.42997365,222.1961621,12.74793448,22.1036232,220.3575325,9.969294646,0
case,APR 2021,202115,12-17,all_types,5,55818,31066,17714383,8.957683901,175.3716175,19.57778589,,,,0
case,APR 2021,202115,18-29,all_types,763,3245011,71423,29845317,23.51301737,239.3105759,10.17779097,,,,0
case,APR 2021,202115,30-49,all_types,2137,9309483,93137,38802721,22.95508784,240.0269816,10.45637391,,,,0
case,APR 2021,202115,50-64,all_types,1923,9825204,46246,21386639,19.5721127,216.2378109,11.04826108,,,,0
case,APR 2021,202115,65-79,all_types,2002,17039957,14342,7166327,11.74885594,200.1304155,17.03403434,,,,0
case,APR 2021,202115,80+,all_types,950,5575643,3474,2430595,17.0383936,142.9279662,8.388582255,,,,0
case,APR 2021,202115,all_ages_adj,Janssen,1493,3010208,259688,117345982,49.59790154,221.3011435,4.461905375,53.16608282,220.4772027,4.146952174,1
case,APR 2021,202115,all_ages_adj,Moderna,2083,19493154,259688,117345982,10.68580282,221.3011435,20.70982847,12.15935752,220.4772027,18.13230693,1
case,APR 2021,202115,all_ages_adj,Pfizer,4185,22492438,259688,117345982,18.60625336,221.3011435,11.89391218,19.64771073,220.4772027,11.22152122,1
case,APR 2021,202115,all_ages_adj,all_types,7780,45051116,259688,117345982,17.26927253,221.3011435,12.81473456,19.50019833,220.4772027,11.30640822,1
case,APR 2021,202116,12-17,all_types,8,87134,26799,17426984,9.181261046,153.7787606,16.74919815,,,,0
case,APR 2021,202116,18-29,all_types,893,4227304,55623,28271686,21.12457491,196.7445451,9.313538659,,,,0
case,APR 2021,202116,30-49,all_types,2442,11672136,75983,36313452,20.92162052,209.2420186,10.00123382,,,,0
case,APR 2021,202116,50-64,all_types,2197,12765314,37216,19833256,17.21070081,187.6444291,10.90277678,,,,0
case,APR 2021,202116,65-79,all_types,2020,18735934,12244,6680733,10.78142141,183.2733025,16.99899257,,,,0
case,APR 2021,202116,80+,all_types,901,5939945,3052,2321804,15.16849062,131.4495108,8.66595854,,,,0
case,APR 2021,202116,all_ages_adj,Janssen,2018,4761990,210917,110847915,42.37724145,190.2760192,4.490052034,38.39302447,191.1074083,4.977659637,1
case,APR 2021,202116,all_ages_adj,Moderna,2228,22374705,210917,110847915,9.957673185,190.2760192,19.10848204,14.36730201,191.1074083,13.30155154,1
case,APR 2021,202116,all_ages_adj,Pfizer,4189,26228121,210917,110847915,15.97140718,190.2760192,11.91354131,16.82494851,191.1074083,11.35857314,1
case,APR 2021,202116,all_ages_adj,all_types,8461,53427767,210917,110847915,15.83633469,190.2760192,12.0151552,17.69938206,191.1074083,10.79740567,1
case,APR 2021,202117,12-17,all_types,24,142094,25057,17174004,16.8902276,145.9007463,8.638175267,,,,0
case,APR 2021,202117,18-29,all_types,966,5333255,50123,27023450,18.11276603,185.4796482,10.24027186,,,,0
case,APR 2021,202117,30-49,all_types,2694,14179465,66305,34354382,18.99930639,193.0030352,10.15842533,,,,0
case,APR 2021,202117,50-64,all_types,2345,15942377,30873,18543774,14.70922435,166.4871455,11.31855369,,,,0
case,APR 2021,202117,65-79,all_types,2012,19921569,10416,6285674,10.09960611,165.710153,16.40758572,,,,0
case,APR 2021,202117,80+,all_types,980,6188679,2564,2233710,15.83536648,114.7866106,7.248749863,,,,0
case,APR 2021,202117,all_ages_adj,Janssen,2270,6011839,185338,105614994,37.75882887,175.4845529,4.64751048,34.47902025,175.6419035,5.094167474,1
case,APR 2021,202117,all_ages_adj,Moderna,2361,25452076,185338,105614994,9.276257072,175.4845529,18.91760346,14.89824947,175.6419035,11.7894323,1
case,APR 2021,202117,all_ages_adj,Pfizer,4370,30177322,185338,105614994,14.48107291,175.4845529,12.11820105,15.63085186,175.6419035,11.2368734,1
case,APR 2021,202117,all_ages_adj,all_types,9021,61707439,185338,105614994,14.61898297,175.4845529,12.00388243,16.70510918,175.6419035,10.51426253,1
case,MAY 2021,202118,12-17,all_types,11,241455,19895,17002979,4.555714315,117.0089077,25.68398709,,,,0
case,MAY 2021,202118,18-29,all_types,871,6414537,39651,26129486,13.57853264,151.7481056,11.17558941,,,,0
case,MAY 2021,202118,30-49,all_types,2305,16633617,54282,32926893,13.8574791,164.8561254,11.89654512,,,,0
case,MAY 2021,202118,50-64,all_types,2077,18931188,25741,17580721,10.97131358,146.4160656,13.34535419,,,,0
case,MAY 2021,202118,65-79,all_types,1744,20748007,8900,5968386,8.405626622,149.1190416,17.74038371,,,,0
case,MAY 2021,202118,80+,all_types,912,6357753,2207,2161996,14.34469065,102.081595,7.116332968,,,,0
case,MAY 2021,202118,all_ages_adj,Janssen,1728,6022864,150676,101770461,28.69066942,148.0547484,5.160379712,26.28370139,149.7198787,5.696301158,1
case,MAY 2021,202118,all_ages_adj,Moderna,2040,28732918,150676,101770461,7.099870608,148.0547484,20.8531615,7.032629907,149.7198787,21.28931575,1
case,MAY 2021,202118,all_ages_adj,Pfizer,4133,34501321,150676,101770461,11.97925146,148.0547484,12.35926543,11.65388059,149.7198787,12.84721235,1
case,MAY 2021,202118,all_ages_adj,all_types,7920,69326557,150676,101770461,11.42419347,148.0547484,12.95975499,11.72247115,149.7198787,12.77204071,1
case,MAY 2021,202119,12-17,all_types,20,407269,15477,16617998,4.910759228,93.13396235,18.96528786,,,,0
case,MAY 2021,202119,18-29,all_types,787,7763734,32210,25393853,10.13687486,126.8417203,12.51290186,,,,0
case,MAY 2021,202119,30-49,all_types,1963,19342044,44398,31827139,10.14887568,139.4973013,13.74509904,,,,0
case,MAY 2021,202119,50-64,all_types,1846,21497490,21380,16860533,8.587049,126.8050067,14.7670063,,,,0
case,MAY 2021,202119,65-79,all_types,1661,21380677,7786,5719581,7.768696941,136.1288528,17.52273951,,,,0
case,MAY 2021,202119,80+,all_types,773,6487325,2099,2104081,11.915543,99.7585169,8.372133514,,,,0
case,MAY 2021,202119,all_ages_adj,Janssen,1360,6176336,123350,98523185,22.01952744,125.198957,5.685814891,20.07877901,127.9601514,6.372905014,1
case,MAY 2021,202119,all_ages_adj,Moderna,1925,31699071,123350,98523185,6.072733173,125.198957,20.61657468,7.39775755,127.9601514,17.29715398,1
case,MAY 2021,202119,all_ages_adj,Pfizer,3746,38931127,123350,98523185,9.622120623,125.198957,13.01157633,9.070810986,127.9601514,14.10680386,1
case,MAY 2021,202119,all_ages_adj,all_types,7050,76878539,123350,98523185,9.170309545,125.198957,13.65264241,9.123713061,127.9601514,14.0250083,1
case,MAY 2021,202120,12-17,all_types,26,675214,11256,15282826,3.850631059,73.65129983,19.1270726,,,,0
case,MAY 2021,202120,18-29,all_types,719,9451579,24133,24588669,7.607194523,98.14683341,12.90184353,,,,0
case,MAY 2021,202120,30-49,all_types,1956,22186515,33624,30633309,8.816166036,109.7628728,12.45018213,,,,0
case,MAY 2021,202120,50-64,all_types,1725,23544785,16242,16146661,7.326463164,100.5904564,13.72974301,,,,0
case,MAY 2021,202120,65-79,all_types,1468,21907935,6023,5484291,6.700768466,109.8227647,16.38957759,,,,0
case,MAY 2021,202120,80+,all_types,708,6596301,1548,2052044,10.73328825,75.43697893,7.028319486,,,,0
case,MAY 2021,202120,all_ages_adj,Janssen,1228,6558846,92826,94187800,18.72280581,98.55416519,5.263856613,16.9292475,100.7314535,5.950143592,1
case,MAY 2021,202120,all_ages_adj,Moderna,1841,34198714,92826,94187800,5.383243358,98.55416519,18.30758125,6.34385294,100.7314535,15.87859216,1
case,MAY 2021,202120,all_ages_adj,Pfizer,3519,43529355,92826,94187800,8.084199731,98.55416519,12.19096119,7.593051944,100.7314535,13.26626688,1
case,MAY 2021,202120,all_ages_adj,all_types,6602,84362329,92826,94187800,7.825767826,98.55416519,12.59354576,7.636731315,100.7314535,13.19038858,1
case,MAY 2021,202121,12-17,all_types,31,955853,7299,14499650,3.243176514,50.33914612,15.52155608,,,,0
case,MAY 2021,202121,18-29,all_types,653,11012120,17705,23906256,5.929830042,74.06011213,12.48941565,,,,0
case,MAY 2021,202121,30-49,all_types,1628,24613814,25291,29661487,6.614172026,85.26544876,12.89132615,,,,0
case,MAY 2021,202121,50-64,all_types,1479,25070826,12177,15584562,5.899287084,78.13501592,13.24482345,,,,0
case,MAY 2021,202121,65-79,all_types,1205,22329886,4683,5297979,5.39635536,88.39219635,16.37998065,,,,0
case,MAY 2021,202121,80+,all_types,609,6687170,1202,2010576,9.106991448,59.78386293,6.564611735,,,,0
case,MAY 2021,202121,all_ages_adj,Janssen,1031,6937395,68357,90960510,14.86148619,75.1501943,5.056707878,13.52511189,77.50683184,5.730587108,1
case,MAY 2021,202121,all_ages_adj,Moderna,1519,36546849,68357,90960510,4.156309071,75.1501943,18.08099278,6.001477765,77.50683184,12.91462451,1
case,MAY 2021,202121,all_ages_adj,Pfizer,3048,47108318,68357,90960510,6.470194924,75.1501943,11.61482694,6.038218289,77.50683184,12.83604337,1
case,MAY 2021,202121,all_ages_adj,all_types,5605,90669669,68357,90960510,6.181780591,75.1501943,12.156723,5.966015218,77.50683184,12.99139023,1
case,JUN 2021,202122,12-17,all_types,41,1202461,5422,14029345,3.409673994,38.64756338,11.33467993,,,,0
case,JUN 2021,202122,18-29,all_types,616,12288023,13912,23435001,5.01301145,59.36419632,11.84202289,,,,0
case,JUN 2021,202122,30-49,all_types,1586,26617041,20119,28975142,5.95858871,69.43538016,11.65299092,,,,0
case,JUN 2021,202122,50-64,all_types,1348,26299209,9535,15191969,5.125629444,62.76342454,12.24501795,,,,0
case,JUN 2021,202122,65-79,all_types,1134,22687816,3720,5169717,4.99827749,71.95751721,14.39646305,,,,0
case,JUN 2021,202122,80+,all_types,512,6766826,955,1982507,7.5663243,48.17133054,6.366543203,,,,0
case,JUN 2021,202122,all_ages_adj,Janssen,913,7331776,53663,88783681,12.45264449,60.44241396,4.853781381,13.34171056,62.51065056,4.68535502,1
case,JUN 2021,202122,all_ages_adj,Moderna,1501,38660997,53663,88783681,3.882465835,60.44241396,15.56804787,3.56859496,62.51065056,17.51688024,1
case,JUN 2021,202122,all_ages_adj,Pfizer,2816,49789829,53663,88783681,5.655773592,60.44241396,10.68685176,5.368269576,62.51065056,11.64446935,1
case,JUN 2021,202122,all_ages_adj,all_types,5237,95861376,53663,88783681,5.463097045,60.44241396,11.06376355,5.317180595,62.51065056,11.75635272,1
case,JUN 2021,202123,12-17,all_types,42,1365771,4550,13614635,3.075186104,33.41991908,10.86760864,,,,0
case,JUN 2021,202123,18-29,all_types,716,13206647,12810,23009031,5.421512364,55.67379174,10.26905188,,,,0
case,JUN 2021,202123,30-49,all_types,1607,28057721,18169,28352573,5.727478721,64.08236741,11.18858236,,,,0
case,JUN 2021,202123,50-64,all_types,1501,27206802,8615,14844630,5.517002697,58.03445421,10.5191999,,,,0
case,JUN 2021,202123,65-79,all_types,1137,22968292,3333,5053164.4,4.950302791,65.95866938,13.32416868,,,,1
case,JUN 2021,202123,80+,all_types,515,6830578,825,1955615,7.53962549,42.18621764,5.595266992,,,,0
case,JUN 2021,202123,all_ages_adj,Janssen,933,7697148,48302,86829648.4,12.12137275,55.62846434,4.589287493,12.9912525,57.50710989,4.42660243,1
case,JUN 2021,202123,all_ages_adj,Moderna,1558,40343258,48302,86829648.4,3.861859645,55.62846434,14.40457952,3.482156635,57.50710989,16.51479698,1
case,JUN 2021,202123,all_ages_adj,Pfizer,3017,51515365,48302,86829648.4,5.856505142,55.62846434,9.498576881,5.504353556,57.50710989,10.44756833,1
case,JUN 2021,202123,all_ages_adj,all_types,5518,99635811,48302,86829648.4,5.538169404,55.62846434,10.0445581,5.340513468,57.50710989,10.7680863,1
case,JUN 2021,202124,12-17,all_types,53,1766330,4360,13295271,3.000571807,32.79361511,10.92912192,,,,0
case,JUN 2021,202124,18-29,all_types,769,13826015,12386,22635681,5.561978632,54.71891921,9.838031181,,,,0
case,JUN 2021,202124,30-49,all_types,1841,29006999,17095,27816626,6.346744108,61.4560515,9.683083239,,,,0
case,JUN 2021,202124,50-64,all_types,1532,27804003,8120,14550887,5.509997967,55.80415819,10.12780014,,,,0
case,JUN 2021,202124,65-79,all_types,1222,23165517,2978,4956198.4,5.275081925,60.08637588,11.39060525,,,,1
case,JUN 2021,202124,80+,all_types,535,6875350,764,1932763,7.781422037,39.52890241,5.079907274,,,,0
case,JUN 2021,202124,all_ages_adj,Janssen,964,7962401,45703,85187426.4,12.10690092,53.6499363,4.431351727,11.17290413,55.11746947,4.933137244,1
case,JUN 2021,202124,all_ages_adj,Moderna,1632,41430096,45703,85187426.4,3.939165384,53.6499363,13.61962017,3.577055748,55.11746947,15.40861349,1
case,JUN 2021,202124,all_ages_adj,Pfizer,3351,52970398,45703,85187426.4,6.326174857,53.6499363,8.480628107,5.991377962,55.11746947,9.199464599,1
case,JUN 2021,202124,all_ages_adj,all_types,5952,102444214,45703,85187426.4,5.809991377,53.6499363,9.234081914,5.633492366,55.11746947,9.783889971,1
case,JUN 2021,202125,12-17,all_types,104,3019232,4931,12946962,3.444584583,38.08615488,11.05682092,,,,0
case,JUN 2021,202125,18-29,all_types,1076,14441700,13895,22297553,7.450646392,62.31625506,8.363872312,,,,0
case,JUN 2021,202125,30-49,all_types,2582,29908869,18874,27335677,8.632890799,69.0452993,7.99793498,,,,0
case,JUN 2021,202125,50-64,all_types,1939,28339651,8573,14280405,6.842003806,60.03331138,8.774229463,,,,0
case,JUN 2021,202125,65-79,all_types,1542,23343559,3227,4865774.4,6.605676538,66.32037852,10.03990706,,,,1
case,JUN 2021,202125,80+,all_types,578,6915956,795,1911753,8.357485212,41.58487001,4.975763517,,,,0
case,JUN 2021,202125,all_ages_adj,Janssen,1165,8226374,50295,83638124.4,14.16176799,60.13406011,4.246225481,12.93782726,61.48641126,4.752452635,1
case,JUN 2021,202125,all_ages_adj,Moderna,2129,42273208,50295,83638124.4,5.036286813,60.13406011,11.94015797,4.724069186,61.48641126,13.01556113,1
case,JUN 2021,202125,all_ages_adj,Pfizer,4514,55387076,50295,83638124.4,8.149915695,60.13406011,7.378488607,7.984956875,61.48641126,7.700280944,1
case,JUN 2021,202125,all_ages_adj,all_types,7821,105968967,50295,83638124.4,7.380462622,60.13406011,8.147735879,7.302581154,61.48641126,8.41981896,1
case,JUN 2021,202126,12-17,all_types,159,3855549,6907,12638923,4.12392632,54.64864372,13.25160526,,,,0
case,JUN 2021,202126,18-29,all_types,1857,15034419,18262,21977958,12.35165789,83.09234188,6.727221775,,,,0
case,JUN 2021,202126,30-49,all_types,4260,30757694,24968,26885059,13.85019306,92.8694261,6.705280258,,,,0
case,JUN 2021,202126,50-64,all_types,2874,28824666,10383,14032455,9.97062724,73.99275465,7.421073206,,,,0
case,JUN 2021,202126,65-79,all_types,1984,23502329,3906,4783953.4,8.441716563,81.64795251,9.671960897,,,,1
case,JUN 2021,202126,80+,all_types,768,6951167,944,1893351,11.04850452,49.8586897,4.512709355,,,,0
case,JUN 2021,202126,all_ages_adj,Janssen,1847,8471347,65370,82211699.4,21.80290809,79.51423031,3.646955259,21.64837709,80.60064041,3.723172414,1
case,JUN 2021,202126,all_ages_adj,Moderna,3120,43046099,65370,82211699.4,7.248043545,79.51423031,10.97044048,7.149885081,80.60064041,11.27299803,1
case,JUN 2021,202126,all_ages_adj,Pfizer,6920,57325213,65370,82211699.4,12.07147717,79.51423031,6.58695114,12.17340787,80.60064041,6.621041638,1
case,JUN 2021,202126,all_ages_adj,all_types,11902,108925824,65370,82211699.4,10.92670183,79.51423031,7.277056844,11.12788018,80.60064041,7.243126191,1
case,JUL 2021,202127,12-17,all_types,248,4308757,9633,12410216,5.755720269,77.62153374,13.48598092,,,,0
case,JUL 2021,202127,18-29,all_types,3499,15460197,29242,21712084,22.63231187,134.6807612,5.950817662,,,,0
case,JUL 2021,202127,30-49,all_types,7146,31364065,37575,26513128,22.78403644,141.7222442,6.220243042,,,,0
case,JUL 2021,202127,50-64,all_types,4770,29175389,15342,13826618,16.3493964,110.9598891,6.786788109,,,,0
case,JUL 2021,202127,65-79,all_types,3262,23619346,5531,4714495.3,13.81071263,117.3190267,8.494784439,,,,1
case,JUL 2021,202127,80+,all_types,1046,6976985,1236,1877582,14.99214919,65.8293486,4.390921393,,,,0
case,JUL 2021,202127,all_ages_adj,Janssen,2887,8670692,98559,81054123.3,33.29607372,121.5965283,3.651977989,30.41350991,122.338704,4.022511851,1
case,JUL 2021,202127,all_ages_adj,Moderna,5065,43606415,98559,81054123.3,11.61526349,121.5965283,10.46868446,11.59951713,122.338704,10.54687904,1
case,JUL 2021,202127,all_ages_adj,Pfizer,11970,58543904,98559,81054123.3,20.44619368,121.5965283,5.947147436,20.91898062,122.338704,5.848215374,1
case,JUL 2021,202127,all_ages_adj,all_types,19971,110904739,98559,81054123.3,18.00734593,121.5965283,6.752606899,18.50001604,122.338704,6.612897189,1
case,JUL 2021,202128,12-17,all_types,521,4670733,15556,12143608,11.1545661,128.1003142,11.48411449,,,,0
case,JUL 2021,202128,18-29,all_types,6262,15797656,47484,21426371,39.63879198,221.6147569,5.590855467,,,,0
case,JUL 2021,202128,30-49,all_types,13443,31843742,60368,26119993,42.215516,231.1179792,5.474716434,,,,0
case,JUL 2021,202128,50-64,all_types,8854,29447582,24243,13607892,30.06698479,178.1539712,5.925235686,,,,0
case,JUL 2021,202128,65-79,all_types,5831,23710204,8228,4641188.3,24.59278714,177.2821844,7.208706495,,,,1
case,JUL 2021,202128,80+,all_types,1927,6997569,1839,1860843,27.53813503,98.82617717,3.588702614,,,,0
case,JUL 2021,202128,all_ages_adj,Janssen,5116,8831179,157718,79799895.3,57.93110977,197.6418633,3.411670588,56.06707271,197.6211214,3.524726937,1
case,JUL 2021,202128,all_ages_adj,Moderna,9757,43995062,157718,79799895.3,22.17748892,197.6418633,8.911823338,23.36344506,197.6211214,8.458560837,1
case,JUL 2021,202128,all_ages_adj,Pfizer,21849,59556958,157718,79799895.3,36.68588983,197.6418633,5.387408189,37.67363138,197.6211214,5.245608512,1
case,JUL 2021,202128,all_ages_adj,all_types,36838,112467486,157718,79799895.3,32.75435533,197.6418633,6.034063602,33.72234939,197.6211214,5.860241798,1
case,JUL 2021,202129,12-17,all_types,960,4943499,25862,11836962,19.4194436,218.4851147,11.25084319,,,,0
case,JUL 2021,202129,18-29,all_types,10941,16078558,74923,21110645,68.04714701,354.906257,5.21559349,,,,0
case,JUL 2021,202129,30-49,all_types,23043,32235416,98253,25658878,71.48348884,382.9200949,5.356762815,,,,0
case,JUL 2021,202129,50-64,all_types,16028,29668196,39419,13336853,54.02418132,295.5644784,5.470966356,,,,0
case,JUL 2021,202129,65-79,all_types,10642,23787317,13411,4550153.3,44.73812662,294.7373224,6.588056868,,,,1
case,JUL 2021,202129,80+,all_types,3434,7014700,2946,1841039,48.95433875,160.0183375,3.26872636,,,,0
case,JUL 2021,202129,all_ages_adj,Janssen,8512,8972522,254814,78334530.3,94.86741855,325.2894975,3.428885307,89.17383382,325.7341337,3.652799479,1
case,JUL 2021,202129,all_ages_adj,Moderna,17447,44306749,254814,78334530.3,39.37774807,325.2894975,8.260744036,42.48440304,325.7341337,7.667146304,1
case,JUL 2021,202129,all_ages_adj,Pfizer,38885,60363522,254814,78334530.3,64.41804373,325.2894975,5.049664328,65.74797644,325.7341337,4.954283788,1
case,JUL 2021,202129,all_ages_adj,all_types,65048,113727686,254814,78334530.3,57.19627497,325.2894975,5.687249698,58.34106013,325.7341337,5.583274164,1
case,JUL 2021,202130,12-17,all_types,1657,5207338,38310,11465619,31.82048102,334.1293654,10.50044986,,,,0
case,JUL 2021,202130,18-29,all_types,17008,16367948,110084,20694117,103.9103985,531.9579473,5.119390886,,,,0
case,JUL 2021,202130,30-49,all_types,34625,32631506,141873,25027503,106.1091082,566.8683768,5.34231591,,,,0
case,JUL 2021,202130,50-64,all_types,24418,29889061,57613,12974354,81.69544035,444.052937,5.43546782,,,,0
case,JUL 2021,202130,65-79,all_types,16994,23864971,19957,4431656.3,71.20896983,450.3282441,6.324038182,,,,1
case,JUL 2021,202130,80+,all_types,5333,7032360,4603,1817143,75.83513927,253.3097285,3.340268521,,,,0
case,JUL 2021,202130,all_ages_adj,Janssen,12412,9119688,372440,76410392.3,136.1011473,487.4206097,3.581311541,123.2725254,488.001314,3.958719206,1
case,JUL 2021,202130,all_ages_adj,Moderna,27803,44611310,372440,76410392.3,62.32276075,487.4206097,7.820908506,63.36804196,488.001314,7.701063484,1
case,JUL 2021,202130,all_ages_adj,Pfizer,59545,61176925,372440,76410392.3,97.3324501,487.4206097,5.007791432,99.41282041,488.001314,4.908836828,1
case,JUL 2021,202130,all_ages_adj,all_types,100035,114993184,372440,76410392.3,86.99211251,487.4206097,5.60304372,88.41152456,488.001314,5.519657267,1
case,AUG 2021,202131,12-17,all_types,2478,5445786,47423,11032753,45.50307339,429.8383187,9.446357943,,,,0
case,AUG 2021,202131,18-29,all_types,20973,16632148,129190,20221244,126.0991665,638.8825534,5.066508932,,,,0
case,AUG 2021,202131,30-49,all_types,44270,32995283,170580,24306467,134.1706934,701.7885405,5.230565055,,,,0
case,AUG 2021,202131,50-64,all_types,32698,30099179,72284,12576383,108.6341923,574.7598495,5.290782186,,,,0
case,AUG 2021,202131,65-79,all_types,22930,23938569,25725,4306389.45,95.78684507,597.3681735,6.236432289,,,,1
case,AUG 2021,202131,80+,all_types,7215,7049047,5838,1791192,102.3542615,325.9282087,3.184314985,,,,0
case,AUG 2021,202131,all_ages_adj,Janssen,15563,9247957,451040,74234428.45,168.2858171,607.5887017,3.610456973,153.9843859,611.5273349,3.971359378,1
case,AUG 2021,202131,all_ages_adj,Moderna,37012,44880389,451040,74234428.45,82.46809091,607.5887017,7.367561138,87.18342934,611.5273349,7.014261076,1
case,AUG 2021,202131,all_ages_adj,Pfizer,77592,61946036,451040,74234428.45,125.2574095,607.5887017,4.850720639,126.8902146,611.5273349,4.819341955,1
case,AUG 2021,202131,all_ages_adj,all_types,130564,116160012,451040,74234428.45,112.4001261,607.5887017,5.405587365,113.1880145,611.5273349,5.402756976,1
case,AUG 2021,202132,12-17,all_types,3062,5652608,60021,10593856,54.16968592,566.5642425,10.45906457,,,,0
case,AUG 2021,202132,18-29,all_types,21784,16881056,136951,19731977,129.0440598,694.0561506,5.378443236,,,,0
case,AUG 2021,202132,30-49,all_types,49672,33339096,186682,23556643,148.9902426,792.4813396,5.31901503,,,,0
case,AUG 2021,202132,50-64,all_types,37508,30300050,81429,12185695,123.7885746,668.2343518,5.398190859,,,,0
case,AUG 2021,202132,65-79,all_types,26472,24008851,29622,4185625.45,110.2593373,707.7078528,6.418575246,,,,1
case,AUG 2021,202132,80+,all_types,8613,7064326,6900,1765764,121.9224594,390.7656969,3.205034567,,,,0
case,AUG 2021,202132,all_ages_adj,Janssen,17138,9391008,501605,72019560.45,182.4937217,696.4843952,3.816484145,166.1984949,701.8013094,4.222669465,1
case,AUG 2021,202132,all_ages_adj,Moderna,42621,45137418,501605,72019560.45,94.42498461,696.4843952,7.376060457,94.6846005,701.8013094,7.411989972,1
case,AUG 2021,202132,all_ages_adj,Pfizer,87202,62631601,501605,72019560.45,139.230035,696.4843952,5.002400489,140.3653769,701.8013094,4.999817798,1
case,AUG 2021,202132,all_ages_adj,all_types,147111,117245987,501605,72019560.45,125.4720982,696.4843952,5.55091056,125.2856625,701.8013094,5.601609117,1
case,AUG 2021,202133,12-17,all_types,3987,5887005,80635,10224936,67.72543934,788.611293,11.64424034,,,,0
case,AUG 2021,202133,18-29,all_types,22438,17129800,135247,19259255,130.9881026,702.2441938,5.361129597,,,,0
case,AUG 2021,202133,30-49,all_types,52617,33684888,189151,22842355,156.2035771,828.0713613,5.301231743,,,,0
case,AUG 2021,202133,50-64,all_types,39808,30503527,83607,11824428,130.5029415,707.0701433,5.418039893,,,,0
case,AUG 2021,202133,65-79,all_types,28669,24079520,31512,4060096.45,119.0596823,776.1391974,6.518908691,,,,1
case,AUG 2021,202133,80+,all_types,9185,7079665,7553,1737865,129.7377771,434.6137358,3.349939743,,,,0
case,AUG 2021,202133,all_ages_adj,Janssen,18218,9533716,527705,69948935.45,191.0902318,754.4146263,3.947949717,180.7426615,756.0610608,4.183080268,1
case,AUG 2021,202133,all_ages_adj,Moderna,46642,45370040,527705,69948935.45,102.8035241,754.4146263,7.338412112,104.1313132,756.0610608,7.260650399,1
case,AUG 2021,202133,all_ages_adj,Pfizer,91635,63373973,527705,69948935.45,144.5940591,754.4146263,5.217466269,145.5759627,756.0610608,5.193584481,1
case,AUG 2021,202133,all_ages_adj,all_types,156704,118364405,527705,69948935.45,132.3911526,754.4146263,5.698376453,132.2508458,756.0610608,5.716871268,1
case,AUG 2021,202134,12-17,all_types,5132,6169927,96396,9888322,83.17764538,974.8468952,11.72005881,,,,0
case,AUG 2021,202134,18-29,all_types,24013,17405652,131990,18795078,137.9609336,702.2583253,5.090269447,,,,0
case,AUG 2021,202134,30-49,all_types,54637,34084977,187703,22149681,160.2964262,847.4298117,5.286641954,,,,0
case,AUG 2021,202134,50-64,all_types,40769,30739502,81312,11477565,132.6273926,708.4429494,5.341603537,,,,0
case,AUG 2021,202134,65-79,all_types,29181,24160371,30980,3939205.45,120.7804301,786.4530143,6.511427504,,,,1
case,AUG 2021,202134,80+,all_types,9376,7096856,7171,1710279,132.1148407,419.2883149,3.173665522,,,,0
case,AUG 2021,202134,all_ages_adj,Janssen,18735,9673305,535552,67960130.45,193.6773419,788.0385109,4.068821387,184.5810719,783.3362151,4.243859931,1
case,AUG 2021,202134,all_ages_adj,Moderna,49322,45623739,535552,67960130.45,108.1060016,788.0385109,7.289498265,111.8815239,783.3362151,7.001479673,1
case,AUG 2021,202134,all_ages_adj,Pfizer,94788,64272699,535552,67960130.45,147.4778584,788.0385109,5.34343609,149.1104469,783.3362151,5.253395933,1
case,AUG 2021,202134,all_ages_adj,all_types,163108,119657285,535552,67960130.45,136.3126365,788.0385109,5.781111208,137.3879767,783.3362151,5.701635864,1
case,SEP 2021,202135,12-17,all_types,5330,6511403,88932,9577667,81.85639869,928.5351015,11.34346388,,,,0
case,SEP 2021,202135,18-29,all_types,24131,17743028,120880,18344816,136.0027161,658.932747,4.844996967,,,,0
case,SEP 2021,202135,30-49,all_types,52177,34611018,174049,21491655,150.7525725,809.8445653,5.372011581,,,,0
case,SEP 2021,202135,50-64,all_types,38907,31046492,75741,11146583,125.3185062,679.4997175,5.422181753,,,,0
