outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,JAN 2022,202203,all_ages_adj,Moderna,407573,51542309,1281963,61291343.1,790.754252,2091.589016,2.645055668,963.4008922,2313.291793,2.401172566,1
case,JAN 2022,202203,all_ages_adj,Pfizer,766666,82582347,1281963,61291343.1,928.3654774,2091.589016,2.252980175,974.2877534,2313.291793,2.374341445,1
case,JAN 2022,202203,all_ages_adj,all_types,1267801,145544023.7,1281963,61291343.1,871.077333,2091.589016,2.401151926,957.5556257,2313.291793,2.415830194,1
case,JAN 2022,202204,5-11,all_types,28503,3745409,135787,14924305,761.0116812,909.8380126,1.195563794,,,,0
case,JAN 2022,202204,12-17,all_types,64315,9750599,83456,7153020,659.6005025,1166.723985,1.768834288,,,,0
case,JAN 2022,202204,18-29,all_types,133297,22520908,166368,13344328,591.8811089,1246.731945,2.106389148,,,,1
case,JAN 2022,202204,30-49,all_types,270514,41929591,245104,14416403,645.1625059,1700.174447,2.635265428,,,,1
case,JAN 2022,202204,50-64,all_types,173522,34962895,124208,7190666.05,496.3032953,1727.350417,3.480433101,,,,1
case,JAN 2022,202204,65-79,all_types,96430,25943525.7,56088,2330424,371.6919632,2406.77233,6.475179902,,,,1
case,JAN 2022,202204,80+,all_types,29120,7540995,18098,1131730.95,386.1559383,1599.14333,4.14118539,,,,1
case,JAN 2022,202204,all_ages_adj,Janssen,58516,11369963,829109,60490877,514.6542693,1370.634782,2.663214635,554.1422365,1557.150294,2.810019147,1
case,JAN 2022,202204,all_ages_adj,Moderna,260780,51690425,829109,60490877,504.5034936,1370.634782,2.716799386,569.6112537,1557.150294,2.73370704,1
case,JAN 2022,202204,all_ages_adj,Pfizer,475563,83241001,829109,60490877,571.3086031,1370.634782,2.399114549,598.6096,1557.150294,2.60127852,1
case,JAN 2022,202204,all_ages_adj,all_types,795701,146393922.7,829109,60490877,543.534175,1370.634782,2.52170856,589.5061589,1557.150294,2.641448729,1
case,FEB 2022,202205,5-11,all_types,17330,4001743,70691,14774237,433.0612935,478.4747937,1.104866218,,,,0
case,FEB 2022,202205,12-17,all_types,32365,9836988,42169,7082487,329.0133118,595.3981984,1.809647747,,,,0
case,FEB 2022,202205,18-29,all_types,70421,22632391,87474,13205934,311.1513936,662.3840464,2.12881594,,,,1
case,FEB 2022,202205,30-49,all_types,145324,42074147,129987,14261437,345.3997534,911.4579407,2.638849425,,,,1
case,FEB 2022,202205,50-64,all_types,96303,35038829,69876,7129951.7,274.8465138,980.0346894,3.565752666,,,,1
case,FEB 2022,202205,65-79,all_types,60028,25971145.7,34906,2314984,231.1334305,1507.828996,6.523630063,,,,1
case,FEB 2022,202205,80+,all_types,20023,7547945,12103,1126000.95,265.2775027,1074.865878,4.051854633,,,,1
case,FEB 2022,202205,all_ages_adj,Janssen,32180,11401807,447206,59895031.65,282.2359649,746.6495762,2.645479914,267.697492,868.1915354,3.243181432,1
case,FEB 2022,202205,all_ages_adj,Moderna,147672,51816176,447206,59895031.65,284.9920843,746.6495762,2.61989584,328.6607254,868.1915354,2.641604148,1
case,FEB 2022,202205,all_ages_adj,Pfizer,261390,83793366,447206,59895031.65,311.9459362,746.6495762,2.393522369,325.7066778,868.1915354,2.66556259,1
case,FEB 2022,202205,all_ages_adj,all_types,441794,147103188.7,447206,59895031.65,300.3293157,746.6495762,2.486102878,321.9991409,868.1915354,2.696254199,1
case,FEB 2022,202206,5-11,all_types,10880,4281416,37616,14627650,254.1215336,257.1568229,1.011944243,,,,0
case,FEB 2022,202206,12-17,all_types,17861,9926536,22405,7014922,179.9318514,319.3905791,1.775064152,,,,0
case,FEB 2022,202206,18-29,all_types,41571,22744471,49755,13086652,182.7740905,380.1965545,2.080144694,,,,1
case,FEB 2022,202206,30-49,all_types,84755,42217197,72955,14121916,200.7594204,516.6083696,2.573270876,,,,1
case,FEB 2022,202206,50-64,all_types,57567,35109781,41112,7079195.7,163.962857,580.7439396,3.541923765,,,,1
case,FEB 2022,202206,65-79,all_types,39096,25996309.7,23140,2300759.8,150.3905764,1005.754708,6.68761788,,,,1
case,FEB 2022,202206,80+,all_types,13849,7554010,8101,1120716.95,183.3330906,722.8408565,3.942773527,,,,1
case,FEB 2022,202206,all_ages_adj,Janssen,19152,11428554,255084,59351812.45,167.5802556,429.7829998,2.56463984,155.467392,512.9322044,3.299291238,1
case,FEB 2022,202206,all_ages_adj,Moderna,89126,51929613,255084,59351812.45,171.6284695,429.7829998,2.504147483,174.5131831,512.9322044,2.939217515,1
case,FEB 2022,202206,all_ages_adj,Pfizer,156942,84380344,255084,59351812.45,185.9935532,429.7829998,2.31074138,193.2485781,512.9322044,2.654261209,1
case,FEB 2022,202206,all_ages_adj,all_types,265579,147829720.7,255084,59351812.45,179.6519663,429.7829998,2.392308911,190.0365099,512.9322044,2.699124525,1
case,FEB 2022,202207,5-11,all_types,6385,4547562,18918,14529142,140.4049027,130.2072758,0.927369866,,,,0
case,FEB 2022,202207,12-17,all_types,10054,10012577,11758,6969160,100.4137097,168.7147375,1.680196241,,,,0
case,FEB 2022,202207,18-29,all_types,25063,22859103,29701,12990557,109.6412226,228.6353079,2.085304255,,,,1
case,FEB 2022,202207,30-49,all_types,48435,42359562,40766,14012692,114.3425421,290.9219727,2.544302125,,,,1
case,FEB 2022,202207,50-64,all_types,33430,35175980,23291,7042217.7,95.03644248,330.7338823,3.480074313,,,,1
case,FEB 2022,202207,65-79,all_types,23895,26018302.7,13773,2291040.8,91.83919595,601.1678186,6.545874148,,,,1
case,FEB 2022,202207,80+,all_types,8910,7559430,5030,1116610.95,117.8660296,450.4702376,3.821883534,,,,1
case,FEB 2022,202207,all_ages_adj,Janssen,10971,11450566,143237,58951420.45,95.81185769,242.9746373,2.535955811,81.0062317,294.3394862,3.633541273,1
case,FEB 2022,202207,all_ages_adj,Moderna,53131,52043666,143237,58951420.45,102.0892725,242.9746373,2.380021243,102.4547187,294.3394862,2.87287389,1
case,FEB 2022,202207,all_ages_adj,Pfizer,91859,84947618,143237,58951420.45,108.1360516,242.9746373,2.246934614,111.5342865,294.3394862,2.63900452,1
case,FEB 2022,202207,all_ages_adj,all_types,156172,148532516.7,143237,58951420.45,105.143307,242.9746373,2.310890196,109.8865556,294.3394862,2.678575962,1
case,FEB 2022,202208,5-11,all_types,3426,4783183,9392,14431555,71.62594448,65.079612,0.908603893,,,,0
case,FEB 2022,202208,12-17,all_types,4946,10092972,5970,6922421,49.00439633,86.24150424,1.759872801,,,,0
case,FEB 2022,202208,18-29,all_types,15597,22970084,17814,12906302,67.90136249,138.025594,2.032736737,,,,1
case,FEB 2022,202208,30-49,all_types,28976,42493654,23998,13916170.85,68.18900535,172.4468624,2.528954067,,,,1
case,FEB 2022,202208,50-64,all_types,20377,35236433,13793,7008895.7,57.82934953,196.7927701,3.402991244,,,,1
case,FEB 2022,202208,65-79,all_types,15427,26038651.7,8447,2282443.8,59.24653925,370.0857826,6.246538402,,,,1
case,FEB 2022,202208,80+,all_types,6059,7564414,3394,1113237.95,80.098736,304.8764193,3.806257558,,,,1
case,FEB 2022,202208,all_ages_adj,Janssen,6357,11470750,82808,58581026.3,55.41921845,141.356349,2.550673809,45.36421855,175.146696,3.860899661,1
case,FEB 2022,202208,all_ages_adj,Moderna,32615,52168286,82808,58581026.3,62.51882609,141.356349,2.261020526,60.12326192,175.146696,2.913126974,1
case,FEB 2022,202208,all_ages_adj,Pfizer,55741,85450297,82808,58581026.3,65.23207286,141.356349,2.166976195,66.54900433,175.146696,2.631845477,1
case,FEB 2022,202208,all_ages_adj,all_types,94808,149179391.7,82808,58581026.3,63.55301421,141.356349,2.224227297,64.61005057,175.146696,2.71082741,1
case,MAR 2022,202209,5-11,all_types,2934,4961787,6395,14354467,59.13192162,44.55059181,0.753410182,,,,0
case,MAR 2022,202209,12-17,all_types,3890,10157193,4195,6885325,38.29798252,60.92668102,1.590858761,,,,0
case,MAR 2022,202209,18-29,all_types,11670,23066736,11936,12831288,50.59233348,93.02261784,1.838670238,,,,1
case,MAR 2022,202209,30-49,all_types,20514,42607195,15761,13836670.85,48.14679774,113.9074577,2.36583663,,,,1
case,MAR 2022,202209,50-64,all_types,14516,35285757,9488,6981001.7,41.13841174,135.9117274,3.303767006,,,,1
case,MAR 2022,202209,65-79,all_types,10992,26055932.7,5961,2274947.6,42.18616976,262.0280133,6.21123024,,,,1
case,MAR 2022,202209,80+,all_types,4259,7568871,2252,1110073.95,56.26995096,202.8693674,3.605287794,,,,1
case,MAR 2022,202209,all_ages_adj,Janssen,4555,11490906,55988,58273774.1,39.64004231,96.07752521,2.42374931,31.79897214,119.3113338,3.752050013,1
case,MAR 2022,202209,all_ages_adj,Moderna,23189,52268390,55988,58273774.1,44.36524638,96.07752521,2.165603328,44.3018037,119.3113338,2.693148447,1
case,MAR 2022,202209,all_ages_adj,Pfizer,40961,85854621,55988,58273774.1,47.70972083,96.07752521,2.01379349,48.98575464,119.3113338,2.435633272,1
case,MAR 2022,202209,all_ages_adj,all_types,68775,149703471.7,55988,58273774.1,45.94081835,96.07752521,2.091332472,47.43472535,119.3113338,2.515274052,1
case,MAR 2022,202210,5-11,all_types,2297,5101672,4581,14295285,45.02445473,32.0455311,0.711736129,,,,0
case,MAR 2022,202210,12-17,all_types,2836,10211227,2938,6856626,27.77335182,42.84906308,1.542812094,,,,0
case,MAR 2022,202210,18-29,all_types,8937,23146941,8461,12771391,38.60985346,66.24963561,1.715873791,,,,1
case,MAR 2022,202210,30-49,all_types,15562,42699187,11120,13774056.2,36.44565879,80.73148417,2.215119354,,,,1
case,MAR 2022,202210,50-64,all_types,10492,35325912,6463,6959295.7,29.70057787,92.86859301,3.126827816,,,,1
case,MAR 2022,202210,65-79,all_types,7931,26070116.7,3922,2269294.6,30.42180475,172.8290368,5.681090858,,,,1
case,MAR 2022,202210,80+,all_types,3018,7572524,1509,1107735.95,39.85461122,136.2237995,3.418018527,,,,1
case,MAR 2022,202210,all_ages_adj,Janssen,3215,11506954,38994,58033684.45,27.93962677,67.19201162,2.404900115,24.610176,82.52220889,3.353174267,1
case,MAR 2022,202210,all_ages_adj,Moderna,17028,52344356,38994,58033684.45,32.53072786,67.19201162,2.065493644,52.19855777,82.52220889,1.580928907,1
case,MAR 2022,202210,all_ages_adj,Pfizer,30760,86186857,38994,58033684.45,35.68989643,67.19201162,1.882661995,36.79998673,82.52220889,2.242452137,1
case,MAR 2022,202210,all_ages_adj,all_types,51073,150127579.7,38994,58033684.45,34.01973182,67.19201162,1.975089398,35.39583876,82.52220889,2.3314099,1
case,MAR 2022,202211,5-11,all_types,2237,5212799,4073,14243126,42.91360553,28.59625057,0.666367932,,,,0
case,MAR 2022,202211,12-17,all_types,3008,10254832,2868,6829094,29.33251369,41.9967861,1.431748624,,,,0
case,MAR 2022,202211,18-29,all_types,8373,23215194,7190,12717072,36.06689653,56.53817168,1.567591812,,,,1
case,MAR 2022,202211,30-49,all_types,15532,42777803,9720,13717270.2,36.30855002,70.85957963,1.951594861,,,,1
case,MAR 2022,202211,50-64,all_types,10381,35359086,5552,6939213.7,29.35879055,80.009065,2.725216656,,,,1
case,MAR 2022,202211,65-79,all_types,7212,26082339.7,3426,2263155.6,27.6508936,151.3815488,5.474743457,,,,1
case,MAR 2022,202211,80+,all_types,2593,7575714,1305,1105289.95,34.22779688,118.0685665,3.449493608,,,,1
case,MAR 2022,202211,all_ages_adj,Janssen,3069,11521075,34134,57814221.45,26.63813924,59.04083657,2.216402431,21.29082453,72.28407045,3.395080841,1
case,MAR 2022,202211,all_ages_adj,Moderna,16307,52408604,34134,57814221.45,31.11511995,59.04083657,1.897496672,35.16165677,72.28407045,2.055764065,1
case,MAR 2022,202211,all_ages_adj,Pfizer,29881,86459152,34134,57814221.45,34.56082937,59.04083657,1.708316543,35.67164805,72.28407045,2.026373168,1
case,MAR 2022,202211,all_ages_adj,all_types,49336,150477767.7,34134,57814221.45,32.78623863,59.04083657,1.80078103,34.29109799,72.28407045,2.107954387,1
case,MAR 2022,202212,5-11,all_types,2666,5297674,4373,14189705,50.32397237,30.81811778,0.612394379,,,,0
case,MAR 2022,202212,12-17,all_types,3156,10289311,2751,6796534,30.67260772,40.47651347,1.319630657,,,,0
case,MAR 2022,202212,18-29,all_types,11287,23270662,8018,12666785,48.5031324,63.29940865,1.305058159,,,,1
case,MAR 2022,202212,30-49,all_types,18256,42841535,9696,13664274.2,42.61285222,70.9587634,1.665196289,,,,1
case,MAR 2022,202212,50-64,all_types,11869,35385384,5241,6919671.7,33.54209749,75.74058752,2.258075469,,,,1
case,MAR 2022,202212,65-79,all_types,7894,26092241.7,2941,2257725.6,30.25420388,130.2638372,4.305644192,,,,1
case,MAR 2022,202212,80+,all_types,2590,7578231,1011,1102965.95,34.17684154,91.66194115,2.681989822,,,,1
case,MAR 2022,202212,all_ages_adj,Janssen,3418,11532621,34031,57597661.45,29.63766866,59.08399602,1.993543983,23.94323829,69.83994611,2.916896423,1
case,MAR 2022,202212,all_ages_adj,Moderna,18740,52460924,34031,57597661.45,35.72182602,59.08399602,1.654002681,62.11592479,69.83994611,1.124348488,1
case,MAR 2022,202212,all_ages_adj,Pfizer,35500,86672787,34031,57597661.45,40.95864599,59.08399602,1.442528057,42.58697869,69.83994611,1.639936625,1
case,MAR 2022,202212,all_ages_adj,all_types,57718,150755038.7,34031,57597661.45,38.28595084,59.08399602,1.543229167,40.37434351,69.83994611,1.729810073,1
case,MAR 2022,202213,5-11,all_types,2818,5368709,3762,14141689,52.48934148,26.60219723,0.506811411,,,,0
case,MAR 2022,202213,12-17,all_types,3404,10319152,2574,6779475,32.9872067,37.96754173,1.150977774,,,,0
case,MAR 2022,202213,18-29,all_types,13399,23320141,9484,12623412,57.45677095,75.13024213,1.30759597,,,,1
case,MAR 2022,202213,30-49,all_types,22200,42896795,10910,13619971.2,51.75211808,80.1029594,1.547819923,,,,1
case,MAR 2022,202213,50-64,all_types,14552,35408126,5605,6899332.7,41.09791069,81.23974077,1.976736515,,,,1
case,MAR 2022,202213,65-79,all_types,9223,26101177.7,3007,2245709.05,35.33557032,133.8998033,3.789377165,,,,1
case,MAR 2022,202213,80+,all_types,2905,7580592,1105,1098592.95,38.32154534,100.5832051,2.624716832,,,,1
case,MAR 2022,202213,all_ages_adj,Janssen,4107,11543116,36447,57408181.9,35.57964765,63.48746606,1.784375908,28.65471786,75.75149919,2.643596058,1
case,MAR 2022,202213,all_ages_adj,Moderna,22423,52507087,36447,57408181.9,42.70471146,63.48746606,1.486661867,38.3412726,75.75149919,1.975716873,1
case,MAR 2022,202213,all_ages_adj,Pfizer,41909,86855841,36447,57408181.9,48.25121663,63.48746606,1.315769228,50.02180998,75.75149919,1.514369416,1
case,MAR 2022,202213,all_ages_adj,all_types,68501,150994692.7,36447,57408181.9,45.36649519,63.48746606,1.399435107,47.24292122,75.75149919,1.603446553,1
case,APR 2022,202214,5-11,all_types,3699,5432343,4575,14114750,68.09216576,32.4129014,0.476015134,,,,0
case,APR 2022,202214,12-17,all_types,4469,10345494,3153,6761956,43.19755055,46.62851991,1.079425091,,,,0
case,APR 2022,202214,18-29,all_types,17306,23361559,11850,12581654,74.07896023,94.18475504,1.271410327,,,,1
case,APR 2022,202214,30-49,all_types,29021,42943008,13213,13577784.2,67.58026825,97.31337459,1.439967273,,,,1
case,APR 2022,202214,50-64,all_types,19808,35427815,7025,6874407.7,55.91087116,102.1906222,1.827741548,,,,1
case,APR 2022,202214,65-79,all_types,12487,26109851.7,3660,2227349.05,47.82485992,164.3208998,3.435888784,,,,1
case,APR 2022,202214,80+,all_types,4035,7583059,1324,1090174.95,53.21071615,121.4483969,2.282404855,,,,1
case,APR 2022,202214,all_ages_adj,Janssen,5021,11553630,44800,57228075.9,43.45820318,78.28325397,1.801345851,36.03537167,93.28671849,2.588754164,1
case,APR 2022,202214,all_ages_adj,Moderna,29834,52544816,44800,57228075.9,56.77819863,78.28325397,1.378755506,55.67968027,93.28671849,1.675417639,1
case,APR 2022,202214,all_ages_adj,Pfizer,55901,87016502,44800,57228075.9,64.24183772,78.28325397,1.218571211,66.2391731,93.28671849,1.408331568,1
case,APR 2022,202214,all_ages_adj,all_types,90825,151203129.7,44800,57228075.9,60.06820109,78.28325397,1.303239527,62.13297439,93.28671849,1.501404357,1
case,APR 2022,202215,5-11,all_types,4544,5483750,5338,14091033,82.86300433,37.88224753,0.457167198,,,,0
case,APR 2022,202215,12-17,all_types,5371,10366699,3534,6748567,51.8101278,52.36667281,1.010742012,,,,0
case,APR 2022,202215,18-29,all_types,22061,23397781,14619,12538624,94.2867189,116.5917408,1.236565894,,,,1
case,APR 2022,202215,30-49,all_types,38190,42983331,16696,13533991.2,88.84839567,123.3634613,1.388471456,,,,1
case,APR 2022,202215,50-64,all_types,26959,35451589,8927,6847781.7,76.04454627,130.3633847,1.71430288,,,,1
case,APR 2022,202215,65-79,all_types,17021,26128841.7,4823,2208880.05,65.14257385,218.3459441,3.35181635,,,,1
case,APR 2022,202215,80+,all_types,5562,7588375,1732,1081168.95,73.29632497,160.1969794,2.185607252,,,,1
case,APR 2022,202215,all_ages_adj,Janssen,6576,11563399,55669,57050045.9,56.86909187,97.57923788,1.71585715,46.37507519,118.1580007,2.547877285,1
case,APR 2022,202215,all_ages_adj,Moderna,39742,52587724,55669,57050045.9,75.57277056,97.57923788,1.29119572,65.51287074,118.1580007,1.803584538,1
case,APR 2022,202215,all_ages_adj,Pfizer,73249,87162729,55669,57050045.9,84.03706589,97.57923788,1.161145226,86.23811201,118.1580007,1.370136682,1
case,APR 2022,202215,all_ages_adj,all_types,119708,151400366.7,55669,57050045.9,79.0671797,97.57923788,1.234130751,80.71345717,118.1580007,1.463919461,1
case,APR 2022,202216,5-11,all_types,5134,5522891,6727,14061756,92.95856102,47.83897545,0.514626893,,,,0
case,APR 2022,202216,12-17,all_types,5944,10383961,3956,6729809,57.24212562,58.78324333,1.02692279,,,,0
case,APR 2022,202216,18-29,all_types,25179,23429606,17076,12503746,107.4665959,136.5670736,1.270786261,,,,1
case,APR 2022,202216,30-49,all_types,45088,43018432,20711,13497949.2,104.8108866,153.4381238,1.463952159,,,,1
case,APR 2022,202216,50-64,all_types,31495,35491092,10867,6824689.7,88.7405775,159.2306827,1.794339041,,,,1
case,APR 2022,202216,65-79,all_types,21017,26191186.7,5836,2192593.5,80.24455036,266.1688088,3.316970531,,,,1
case,APR 2022,202216,80+,all_types,7585,7606575,2256,1072618.95,99.7163638,210.3263232,2.109245817,,,,1
case,APR 2022,202216,all_ages_adj,Janssen,7890,11572145,67429,56883162.35,68.18096386,118.5394715,1.7386007,56.60880252,144.390033,2.55066397,1
case,APR 2022,202216,all_ages_adj,Moderna,47363,52663501,67429,56883162.35,89.93515262,118.5394715,1.318054932,95.12109636,144.390033,1.517960142,1
case,APR 2022,202216,all_ages_adj,Pfizer,86051,87324574,67429,56883162.35,98.54156288,118.5394715,1.202938821,100.7135794,144.390033,1.433669956,1
case,APR 2022,202216,all_ages_adj,all_types,141442,151643743.7,67429,56883162.35,93.27255879,118.5394715,1.270893315,94.34018998,144.390033,1.530525145,1
case,APR 2022,202217,5-11,all_types,7427,5557226,9933,14035461,133.6458154,70.77074276,0.529539534,,,,0
case,APR 2022,202217,12-17,all_types,8903,10399608,6160,6714740,85.60899603,91.73847387,1.071598525,,,,0
case,APR 2022,202217,18-29,all_types,31576,23458855,20721,12468788,134.6016248,166.1829522,1.234628129,,,,1
case,APR 2022,202217,30-49,all_types,58655,43050833,26452,13462384.2,136.2459119,196.4882268,1.442158697,,,,1
case,APR 2022,202217,50-64,all_types,40647,35530644,13632,6802051.7,114.3998403,200.4101204,1.751839162,,,,1
case,APR 2022,202217,65-79,all_types,25908,26252824.55,7208,2177747.5,98.686524,330.9841935,3.353894535,,,,1
case,APR 2022,202217,80+,all_types,9464,7627022,2981,1064289.95,124.0851279,280.092845,2.257263621,,,,1
case,APR 2022,202217,all_ages_adj,Janssen,9876,11580503,87087,56725462.35,85.28126973,153.5236495,1.800203608,69.26725428,184.8100132,2.668071877,1
case,APR 2022,202217,all_ages_adj,Moderna,60453,52737868,87087,56725462.35,114.6292072,153.5236495,1.339306563,129.7039288,184.8100132,1.424860565,1
case,APR 2022,202217,all_ages_adj,Pfizer,112077,87480220,87087,56725462.35,128.1169618,153.5236495,1.198308541,131.4528265,184.8100132,1.405903685,1
case,APR 2022,202217,all_ages_adj,all_types,182580,151877012.6,87087,56725462.35,120.2156909,153.5236495,1.277068312,123.2895955,184.8100132,1.498991155,1
case,MAY 2022,202218,5-11,all_types,10237,5587884,13856,14010448,183.1999376,98.89762269,0.539834369,,,,0
case,MAY 2022,202218,12-17,all_types,12574,10415328,8871,6700603,120.7259147,132.3910699,1.096625113,,,,0
case,MAY 2022,202218,18-29,all_types,39252,23485519,26407,12435084,167.1327766,212.3588389,1.270599599,,,,1
case,MAY 2022,202218,30-49,all_types,76901,43079489,35026,13427834.2,178.5095455,260.8462354,1.461245306,,,,1
case,MAY 2022,202218,50-64,all_types,53335,35565311,18044,6780665.7,149.9635417,266.109565,1.774495067,,,,1
case,MAY 2022,202218,65-79,all_types,32986,26301617.55,9217,2164544.5,125.4143398,425.8170714,3.395282168,,,,1
case,MAY 2022,202218,80+,all_types,11108,7644820,3556,1056790.95,145.3010012,336.490391,2.315816053,,,,1
case,MAY 2022,202218,all_ages_adj,Janssen,12738,11588623,114977,56575970.35,109.9181499,203.2258559,1.84888352,96.31564032,242.8332744,2.521223693,1
case,MAY 2022,202218,all_ages_adj,Moderna,78467,52800903,114977,56575970.35,148.6092009,203.2258559,1.367518665,149.6634037,242.8332744,1.622529412,1
case,MAY 2022,202218,all_ages_adj,Pfizer,144905,87616539,114977,56575970.35,165.3854417,203.2258559,1.228801362,170.1527031,242.8332744,1.427149084,1
case,MAY 2022,202218,all_ages_adj,all_types,236393,152079968.6,114977,56575970.35,155.4399322,203.2258559,1.30742373,160.6360663,242.8332744,1.511698338,1
case,MAY 2022,202219,5-11,all_types,12692,5616487,18167,13984894,225.977555,129.9044526,0.574855554,,,,0
case,MAY 2022,202219,12-17,all_types,15878,10431274,11975,6683636,152.2153478,179.1689434,1.177075413,,,,0
case,MAY 2022,202219,18-29,all_types,44886,23512136,31716,12400776,190.9056668,255.758188,1.339709776,,,,1
case,MAY 2022,202219,30-49,all_types,93481,43107762,45015,13394801.2,216.8542176,336.0632183,1.54971954,,,,1
case,MAY 2022,202219,50-64,all_types,65716,35598161,23411,6759413.7,184.6050418,346.346607,1.876149229,,,,1
case,MAY 2022,202219,65-79,all_types,40040,26343021.55,11780,2151742.5,151.994713,547.4632769,3.601857368,,,,1
case,MAY 2022,202219,80+,all_types,13759,7661092,4548,1049726.95,179.595807,433.2555242,2.412392202,,,,1
case,MAY 2022,202219,all_ages_adj,Janssen,15228,11596344,146612,56424990.35,131.3172496,259.8352239,1.97868311,124.5225488,311.2973486,2.499927536,1
case,MAY 2022,202219,all_ages_adj,Moderna,94908,52858991,146612,56424990.35,179.5493978,259.8352239,1.447151743,223.4396571,311.2973486,1.393205453,1
case,MAY 2022,202219,all_ages_adj,Pfizer,175958,87744674,146612,56424990.35,200.5341088,259.8352239,1.295715853,205.98526,311.2973486,1.511260314,1
case,MAY 2022,202219,all_ages_adj,all_types,286452,152269933.6,146612,56424990.35,188.1211828,259.8352239,1.38121194,194.4117356,311.2973486,1.601227146,1
case,MAY 2022,202220,5-11,all_types,12062,5642451,18282,13957386,213.7723482,130.9844121,0.612728509,,,,0
case,MAY 2022,202220,12-17,all_types,17403,10444922,12992,6666673,166.6168498,194.8798149,1.169628493,,,,0
case,MAY 2022,202220,18-29,all_types,49630,23538428,35284,12364731,210.8467057,285.3600293,1.353400464,,,,1
case,MAY 2022,202220,30-49,all_types,100038,43135557,51164,13358591.2,231.915401,383.0044593,1.651483505,,,,1
case,MAY 2022,202220,50-64,all_types,71685,35630053,27263,6736672.7,201.1925158,404.6953328,2.011483038,,,,1
case,MAY 2022,202220,65-79,all_types,43738,26380287.55,13614,2138907.5,165.7980411,636.493163,3.838966725,,,,1
case,MAY 2022,202220,80+,all_types,14774,7675578,5097,1042523.95,192.4806184,488.9096313,2.540046033,,,,1
case,MAY 2022,202220,all_ages_adj,Janssen,16408,11603927,163696,56265485.35,141.4004069,290.9350181,2.057526031,118.1057121,353.671974,2.994537416,1
case,MAY 2022,202220,all_ages_adj,Moderna,102785,52913733,163696,56265485.35,194.2501392,290.9350181,1.497733898,191.5781937,353.671974,1.846097237,1
case,MAY 2022,202220,all_ages_adj,Pfizer,189740,87863283,163696,56265485.35,215.9491354,290.9350181,1.347238633,220.4318748,353.671974,1.604450238,1
case,MAY 2022,202220,all_ages_adj,all_types,309330,152447276.6,163696,56265485.35,202.9094957,290.9350181,1.433816674,207.288315,353.671974,1.706183843,1
case,MAY 2022,202221,5-11,all_types,11250,5666523,16418,13927735,198.5344452,117.8798994,0.593750365,,,,0
case,MAY 2022,202221,12-17,all_types,17263,10458393,12104,6650881,165.0636001,181.9909272,1.102550333,,,,0
case,MAY 2022,202221,18-29,all_types,50959,23562949,36303,12330811,216.2674969,294.4088592,1.361318106,,,,1
case,MAY 2022,202221,30-49,all_types,99314,43161510,51386,13324492.2,230.0985299,385.6507192,1.676024264,,,,1
case,MAY 2022,202221,50-64,all_types,72223,35660614,27694,6713690.7,202.5287618,412.5003852,2.036749652,,,,1
case,MAY 2022,202221,65-79,all_types,44385,26415086.55,13939,2126495.5,168.0289781,655.4916293,3.901062999,,,,1
case,MAY 2022,202221,80+,all_types,14840,7688053,5088,1035907.95,193.026765,491.1633316,2.544534855,,,,1
case,MAY 2022,202221,all_ages_adj,Janssen,16386,11609773,162932,56110013.35,141.1397105,290.3795424,2.057390804,159.0347754,356.6997916,2.242904363,1
case,MAY 2022,202221,all_ages_adj,Moderna,103797,52964837,162932,56110013.35,195.9734153,290.3795424,1.481729253,190.2536751,356.6997916,1.874864133,1
case,MAY 2022,202221,all_ages_adj,Pfizer,189693,87975476,162932,56110013.35,215.6203167,290.3795424,1.346716983,219.1908505,356.6997916,1.627347997,1
case,MAY 2022,202221,all_ages_adj,all_types,310234,152613128.6,162932,56110013.35,203.2813317,290.3795424,1.428461433,206.2588257,356.6997916,1.729379532,1
case,JUN 2022,202222,5-11,all_types,9003,5691111,13278,13903933,158.1940679,95.49815869,0.603677242,,,,0
case,JUN 2022,202222,12-17,all_types,13467,10472159,9328,6637052,128.5981238,140.544326,1.092895618,,,,0
case,JUN 2022,202222,18-29,all_types,49046,23587379,37237,12302264,207.9332341,302.6841238,1.455679392,,,,1
case,JUN 2022,202222,30-49,all_types,95307,43187935,52774,13297466.2,220.6796875,396.8726012,1.798410201,,,,1
case,JUN 2022,202222,50-64,all_types,69034,35692922,27789,6696040.7,193.4108953,415.0064381,2.145724197,,,,1
case,JUN 2022,202222,65-79,all_types,44061,26449649.55,14590,2117727.5,166.5844378,688.9460518,4.135716763,,,,1
case,JUN 2022,202222,80+,all_types,14906,7700545,5242,1031482.95,193.5707148,508.2003537,2.625398962,,,,1
case,JUN 2022,202222,all_ages_adj,Janssen,15907,11615450,160238,55985966.35,136.9469112,286.2110104,2.089941335,133.4184268,359.8714948,2.697314782,1
case,JUN 2022,202222,all_ages_adj,Moderna,101604,53017330,160238,55985966.35,191.6429967,286.2110104,1.493459272,172.6565439,359.8714948,2.084320042,1
case,JUN 2022,202222,all_ages_adj,Pfizer,177009,88089454,160238,55985966.35,200.9423285,286.2110104,1.424344053,203.4429933,359.8714948,1.76890582,1
