countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster,Infections per 10k inhabitants,Deaths per 10k inhabitants
29101,Johnson County ,MO,54062,829.28,65.19,3244,15,38.3,25.8,600.05,2.77
29103,Knox County ,MO,3959,504.01,7.86,218,2,37.9,39.4,550.64,5.05
29105,Laclede County ,MO,35723,764.72,46.71,1891,8,34.8,22.9,529.35,2.24
29107,Lafayette County ,MO,32708,628.43,52.05,2047,19,43.3,32.3,625.84,5.81
29109,Lawrence County ,MO,38355,611.74,62.7,1698,6,35.9,26.0,442.71,1.56
29111,Lewis County ,MO,9776,505.04,19.36,609,1,32.4,27.3,622.95,1.02
29113,Lincoln County ,MO,59013,626.56,94.19,3796,8,36.9,29.0,643.25,1.36
29115,Linn County ,MO,11920,615.56,19.36,279,1,43.4,28.3,234.06,0.84
29117,Livingston County ,MO,15227,532.33,28.6,748,7,41.5,32.4,491.23,4.6
29119,McDonald County ,MO,22837,539.48,42.33,982,6,30.3,19.0,430.0,2.63
29121,Macon County ,MO,15117,801.23,18.87,866,4,37.9,33.7,572.86,2.65
29123,Madison County ,MO,12088,494.39,24.45,818,6,36.6,29.6,676.7,4.96
29125,Maries County ,MO,8697,526.98,16.5,376,6,36.1,28.9,432.33,6.9
29127,Marion County ,MO,28530,436.92,65.3,1755,10,39.4,32.0,615.14,3.51
29129,Mercer County ,MO,3617,453.84,7.97,130,3,33.1,32.9,359.41,8.29
29131,Miller County ,MO,25619,592.6,43.23,1383,4,31.3,29.1,539.83,1.56
29133,Mississippi County ,MO,13180,411.58,32.02,523,2,41.3,26.3,396.81,1.52
29135,Moniteau County ,MO,16132,415.03,38.87,786,2,34.3,32.4,487.23,1.24
29137,Monroe County ,MO,8644,647.65,13.35,499,5,41.8,32.4,577.28,5.78
29139,Montgomery County ,MO,11551,536.25,21.54,548,15,46.2,26.1,474.42,12.99
29141,Morgan County ,MO,20627,597.63,34.51,879,11,35.4,27.1,426.14,5.33
29143,New Madrid County ,MO,17076,674.84,25.3,1065,0,31.6,29.2,623.68,0.0
29145,Newton County ,MO,58236,624.77,93.21,2300,8,24.3,37.7,394.94,1.37
29147,Nodaway County ,MO,22092,876.96,25.19,1359,5,45.8,32.8,615.15,2.26
29149,Oregon County ,MO,10529,789.8,13.33,398,0,29.4,27.9,378.0,0.0
29151,Osage County ,MO,13615,604.35,22.53,639,3,37.9,34.0,469.34,2.2
29153,Ozark County ,MO,9174,744.97,12.31,306,5,29.7,26.2,333.55,5.45
29155,Pemiscot County ,MO,15805,492.54,32.09,676,3,29.0,11.8,427.71,1.9
29157,Perry County ,MO,19136,474.35,40.34,1020,5,37.6,29.6,533.03,2.61
29159,Pettis County ,MO,42339,682.22,62.06,3032,7,40.1,28.0,716.12,1.65
29161,Phelps County ,MO,44573,671.78,66.35,2336,17,41.1,30.4,524.08,3.81
29163,Pike County ,MO,18302,670.44,27.3,939,4,35.7,26.7,513.06,2.19
29165,Platte County ,MO,104418,420.19,248.5,2574,12,52.9,37.8,246.51,1.15
29167,Polk County ,MO,32149,635.52,50.59,1849,4,37.0,31.1,575.13,1.24
29169,Pulaski County ,MO,52607,547.1,96.16,2606,7,57.0,8.1,495.37,1.33
29171,Putnam County ,MO,4696,517.32,9.08,171,1,31.7,39.6,364.14,2.13
29173,Ralls County ,MO,10309,469.78,21.94,559,0,26.9,45.3,542.24,0.0
29175,Randolph County ,MO,24748,482.68,51.27,1547,8,35.3,28.0,625.1,3.23
29177,Ray County ,MO,23018,568.81,40.47,1306,16,37.8,33.9,567.38,6.95
29179,Reynolds County ,MO,6270,808.48,7.76,265,7,24.8,32.1,422.65,11.16
29181,Ripley County ,MO,13288,629.54,21.11,442,2,27.3,24.7,332.63,1.51
29183,St. Charles County ,MO,402022,560.44,717.33,28073,44,57.7,33.6,698.3,1.09
29185,St. Clair County ,MO,9397,669.98,14.03,581,2,32.6,35.0,618.28,2.13
29186,Ste. Genevieve County ,MO,17894,499.15,35.85,844,1,43.0,32.7,471.67,0.56
29187,St. Francois County ,MO,67215,451.89,148.74,4327,36,41.1,26.4,643.76,5.36
29189,St. Louis County ,MO,994205,507.8,1957.87,70838,151,59.5,35.8,712.51,1.52
29195,Saline County ,MO,22761,755.5,30.13,1465,6,44.2,27.8,643.64,2.64
29197,Schuyler County ,MO,4660,307.3,15.16,139,2,26.8,43.7,298.28,4.29
29199,Scotland County ,MO,4902,436.67,11.23,158,2,24.8,39.1,322.32,4.08
29201,Scott County ,MO,38280,419.99,91.15,2481,8,41.4,21.3,648.12,2.09
29203,Shannon County ,MO,8166,1003.82,8.13,307,3,29.0,31.5,375.95,3.67
29205,Shelby County ,MO,5930,500.86,11.84,344,0,44.9,32.4,580.1,0.0
29207,Stoddard County ,MO,29025,823.22,35.26,1012,4,37.6,23.8,348.66,1.38
29209,Stone County ,MO,31952,464.03,68.86,1135,2,36.1,36.0,355.22,0.63
29211,Sullivan County ,MO,6089,647.98,9.4,291,2,40.6,28.0,477.91,3.28
29213,Taney County ,MO,55928,632.44,88.43,3043,14,38.5,25.2,544.09,2.5
29215,Texas County ,MO,25398,1177.27,21.57,895,11,30.8,26.5,352.39,4.33
29217,Vernon County ,MO,20563,826.4,24.88,1299,10,33.2,29.6,631.72,4.86
29219,Warren County ,MO,35649,428.6,83.18,2191,15,39.7,32.2,614.6,4.21
29221,Washington County ,MO,24730,759.91,32.54,1213,17,29.7,23.9,490.5,6.87
29223,Wayne County ,MO,12873,759.18,16.96,464,5,34.3,22.4,360.44,3.88
29225,Webster County ,MO,39592,592.56,66.82,2123,12,40.4,24.3,536.22,3.03
29227,Worth County ,MO,2013,266.61,7.55,77,1,38.4,34.7,382.51,4.97
29229,Wright County ,MO,18289,681.77,26.83,811,5,34.2,26.0,443.44,2.73
29510,City of St. Louis,MO,300576,61.91,4855.05,18248,51,54.0,29.9,607.1,1.7
30001,Beaverhead County ,MT,9453,5541.62,1.71,383,1,51.7,38.8,405.16,1.06
30003,Big Horn County ,MT,13319,4995.46,2.67,633,5,80.9,26.5,475.26,3.75
30005,Blaine County ,MT,6681,4227.55,1.58,291,0,78.3,36.9,435.56,0.0
30007,Broadwater County ,MT,6237,1192.54,5.23,145,1,31.2,37.1,232.48,1.6
30009,Carbon County ,MT,10725,2048.79,5.23,307,3,45.4,42.8,286.25,2.8
30011,Carter County ,MT,1252,3340.75,0.37,21,0,29.2,37.2,167.73,0.0
30013,Cascade County ,MT,81366,2698.16,30.16,3729,12,50.5,29.4,458.3,1.47
30015,Chouteau County ,MT,5635,3972.49,1.42,102,3,30.0,53.4,181.01,5.32
30017,Custer County ,MT,11402,3783.36,3.01,386,4,41.4,37.5,338.54,3.51
30019,Daniels County ,MT,1690,1426.11,1.19,46,0,39.9,39.4,272.19,0.0
30021,Dawson County ,MT,8613,2371.87,3.63,306,3,36.1,36.3,355.28,3.48
30023,Deer Lodge County ,MT,9140,736.53,12.41,474,1,55.2,49.8,518.6,1.09
30025,Fallon County ,MT,2846,1620.77,1.76,81,0,31.8,38.5,284.61,0.0
30027,Fergus County ,MT,11050,4339.8,2.55,323,2,44.6,41.2,292.31,1.81
30029,Flathead County ,MT,103806,5087.66,20.4,3438,11,39.6,37.6,331.19,1.06
30031,Gallatin County ,MT,114434,2602.69,43.97,9128,7,55.4,36.7,797.67,0.61
30033,Garfield County ,MT,1258,4675.36,0.27,52,0,18.4,26.1,413.35,0.0
30035,Glacier County ,MT,13753,2995.94,4.59,658,3,77.8,28.1,478.44,2.18
30037,Golden Valley County ,MT,821,1175.34,0.7,16,0,42.5,30.1,194.88,0.0
30039,Granite County ,MT,3379,1727.42,1.96,82,0,35.2,35.8,242.68,0.0
30041,Hill County ,MT,16484,2898.96,5.69,646,0,63.2,33.1,391.9,0.0
30043,Jefferson County ,MT,12221,1656.26,7.38,419,2,46.9,41.3,342.85,1.64
30045,Judith Basin County ,MT,2007,1869.82,1.07,41,0,37.4,29.9,204.29,0.0
30047,Lake County ,MT,30458,1490.15,20.44,1076,8,53.5,39.2,353.27,2.63
30049,Lewis and Clark County ,MT,69432,3458.83,20.07,3413,9,55.7,42.2,491.56,1.3
30051,Liberty County ,MT,2337,1430.05,1.63,88,0,32.4,48.9,376.55,0.0
30053,Lincoln County ,MT,19980,3612.92,5.53,709,4,33.3,40.0,354.85,2.0
30055,McCone County ,MT,1664,2643.17,0.63,46,1,17.1,54.6,276.44,6.01
30057,Madison County ,MT,8600,3587.48,2.4,283,0,42.6,43.9,329.07,0.0
30059,Meagher County ,MT,1862,2391.91,0.78,96,1,48.4,40.1,515.57,5.37
30061,Mineral County ,MT,4397,1219.44,3.61,236,1,51.6,40.6,536.73,2.27
30063,Missoula County ,MT,119600,2593.42,46.12,6521,9,61.3,41.4,545.23,0.75
30065,Musselshell County ,MT,4633,1868.16,2.48,99,0,32.6,29.8,213.68,0.0
30067,Park County ,MT,16606,2803.06,5.92,914,4,55.7,39.1,550.4,2.41
30069,Petroleum County ,MT,487,1654.87,0.29,8,0,29.4,37.3,164.27,0.0
30071,Phillips County ,MT,3954,5140.04,0.77,109,1,41.7,44.5,275.67,2.53
30073,Pondera County ,MT,5911,1622.86,3.64,202,0,51.2,38.2,341.74,0.0
30075,Powder River County ,MT,1682,3297.3,0.51,23,0,21.3,33.0,136.74,0.0
30077,Powell County ,MT,6890,2326.39,2.96,282,0,43.2,27.6,409.29,0.0
30079,Prairie County ,MT,1077,1736.74,0.62,47,1,36.0,51.1,436.4,9.29
30081,Ravalli County ,MT,43806,2390.82,18.32,1006,2,46.4,42.7,229.65,0.46
30083,Richland County ,MT,10803,2084.14,5.18,386,3,37.3,32.3,357.31,2.78
30085,Roosevelt County ,MT,11004,2354.79,4.67,433,1,62.1,30.1,393.49,0.91
30087,Rosebud County ,MT,8937,5010.4,1.78,181,0,78.9,33.7,202.53,0.0
30089,Sanders County ,MT,12113,2760.52,4.39,439,4,36.5,35.2,362.42,3.3
30091,Sheridan County ,MT,3309,1677.08,1.97,64,0,46.7,50.1,193.41,0.0
30093,Silver Bow County ,MT,34915,718.48,48.6,1483,0,58.5,40.7,424.75,0.0
30095,Stillwater County ,MT,9642,1795.35,5.37,146,0,40.2,37.0,151.42,0.0
30097,Sweet Grass County ,MT,3737,1855.21,2.01,129,0,38.7,42.5,345.2,0.0
30099,Teton County ,MT,6147,2272.38,2.71,266,-1,39.7,40.2,432.73,-1.63
30101,Toole County ,MT,4736,1915.65,2.47,135,1,43.2,22.2,285.05,2.11
30103,Treasure County ,MT,696,977.4,0.71,10,0,46.0,37.2,143.68,0.0
30105,Valley County ,MT,7396,4925.82,1.5,164,2,43.8,44.6,221.74,2.7
30107,Wheatland County ,MT,2126,1423.2,1.49,56,0,34.0,31.1,263.41,0.0
30109,Wibaux County ,MT,969,889.27,1.09,19,0,26.6,19.5,196.08,0.0
30111,Yellowstone County ,MT,161300,2633.29,61.25,7007,22,48.5,36.5,434.41,1.36
31001,Adams County ,NE,31363,563.27,55.68,1306,0,39.4,49.1,416.41,0.0
31003,Antelope County ,NE,6298,857.22,7.35,192,0,35.3,41.5,304.86,0.0
31005,Arthur County ,NE,463,715.36,0.65,2,0,18.1,53.7,43.2,0.0
31007,Banner County ,NE,745,746.11,1.0,21,0,29.0,35.0,281.88,0.0
31009,Blaine County ,NE,465,710.87,0.65,8,0,24.5,51.4,172.04,0.0
31011,Boone County ,NE,5192,686.55,7.56,179,0,46.7,39.0,344.76,0.0
31013,Box Butte County ,NE,10783,1075.29,10.03,414,0,31.0,46.3,383.94,0.0
31015,Boyd County ,NE,1919,539.94,3.55,63,0,33.1,46.6,328.3,0.0
31017,Brown County ,NE,2955,1221.33,2.42,66,0,34.5,35.1,223.35,0.0
31019,Buffalo County ,NE,49659,968.11,51.29,2028,0,38.5,49.3,408.39,0.0
31021,Burt County ,NE,6459,491.58,13.14,286,0,54.8,46.7,442.79,0.0
31023,Butler County ,NE,8016,584.91,13.7,412,0,47.8,41.5,513.97,0.0
31025,Cass County ,NE,26248,557.45,47.09,1503,0,55.8,34.2,572.62,0.0
31027,Cedar County ,NE,8402,740.31,11.35,273,0,39.0,36.6,324.92,0.0
31029,Chase County ,NE,3924,894.42,4.39,65,0,31.0,38.3,165.65,0.0
31031,Cherry County ,NE,5689,5960.42,0.95,69,0,32.3,29.3,121.29,0.0
31033,Cheyenne County ,NE,8910,1196.29,7.45,335,0,40.6,36.5,375.98,0.0
31035,Clay County ,NE,6203,572.29,10.84,255,0,39.4,40.3,411.09,0.0
31037,Colfax County ,NE,10709,411.66,26.01,532,0,42.7,26.8,496.78,0.0
31039,Cuming County ,NE,8846,570.62,15.5,284,0,49.6,48.2,321.05,0.0
31041,Custer County ,NE,10777,2575.52,4.18,272,0,36.3,39.5,252.39,0.0
31043,Dakota County ,NE,20026,264.26,75.78,1311,0,59.4,21.8,654.65,0.0
31045,Dawes County ,NE,8589,1396.46,6.15,149,0,35.7,44.6,173.48,0.0
31047,Dawson County ,NE,23595,1013.1,23.29,743,0,44.7,33.2,314.9,0.0
31049,Deuel County ,NE,1794,439.85,4.08,50,0,32.3,40.5,278.71,0.0
31051,Dixon County ,NE,5636,476.23,11.83,210,0,40.7,37.9,372.6,0.0
31053,Dodge County ,NE,36565,528.71,69.16,2158,0,49.8,46.0,590.18,0.0
31055,Douglas County ,NE,571327,328.46,1739.41,39369,0,61.4,38.2,689.08,0.0
31057,Dundy County ,NE,1693,919.68,1.84,58,0,33.8,10.6,342.59,0.0
31059,Fillmore County ,NE,5462,575.37,9.49,270,0,50.0,45.4,494.32,0.0
31061,Franklin County ,NE,2979,575.82,5.17,36,0,36.9,49.9,120.85,0.0
31063,Frontier County ,NE,2627,974.59,2.7,63,0,25.7,50.3,239.82,0.0
31065,Furnas County ,NE,4676,719.13,6.5,215,0,41.0,31.8,459.79,0.0
31067,Gage County ,NE,21513,851.49,25.27,582,0,41.1,52.9,270.53,0.0
31069,Garden County ,NE,1837,1704.28,1.08,67,0,43.5,35.9,364.73,0.0
31071,Garfield County ,NE,1969,569.79,3.46,64,0,28.1,63.5,325.04,0.0
31073,Gosper County ,NE,1990,458.16,4.34,68,0,37.3,49.8,341.71,0.0
31075,Grant County ,NE,623,776.22,0.8,11,0,19.3,49.5,176.57,0.0
31077,Greeley County ,NE,2356,569.81,4.13,66,0,38.1,44.9,280.14,0.0
31079,Hall County ,NE,61353,546.29,112.31,3976,0,44.7,38.7,648.05,0.0
31081,Hamilton County ,NE,9324,542.88,17.18,497,0,43.0,44.8,533.03,0.0
31083,Harlan County ,NE,3380,553.47,6.11,38,0,38.6,44.4,112.43,0.0
31085,Hayes County ,NE,922,713.06,1.29,7,0,22.9,42.2,75.92,0.0
31087,Hitchcock County ,NE,2762,709.94,3.89,48,0,31.8,35.0,173.79,0.0
31089,Holt County ,NE,10067,2412.4,4.17,408,0,39.8,46.8,405.28,0.0
31091,Hooker County ,NE,682,721.12,0.95,12,0,40.5,52.6,175.95,0.0
31093,Howard County ,NE,6445,569.34,11.32,270,0,40.3,40.1,418.93,0.0
31095,Jefferson County ,NE,7046,570.19,12.36,175,0,51.8,46.8,248.37,0.0
31097,Johnson County ,NE,5071,376.05,13.48,92,0,51.0,29.8,181.42,0.0
31099,Kearney County ,NE,6495,516.24,12.58,177,0,44.6,49.7,272.52,0.0
31101,Keith County ,NE,8034,1061.6,7.57,287,0,34.9,46.3,357.23,0.0
31103,Keya Paha County ,NE,806,773.07,1.04,9,0,27.2,45.6,111.66,0.0
31105,Kimball County ,NE,3632,951.85,3.82,96,0,33.3,35.4,264.32,0.0
31107,Knox County ,NE,8332,1108.35,7.52,276,0,46.3,35.4,331.25,0.0
31109,Lancaster County ,NE,319090,837.55,380.98,21602,0,62.9,43.9,676.99,0.0
31111,Lincoln County ,NE,34914,2564.07,13.62,1642,0,30.6,49.3,470.3,0.0
31113,Logan County ,NE,748,570.66,1.31,13,0,20.6,34.9,173.8,0.0
31115,Loup County ,NE,664,568.29,1.17,16,0,28.8,59.4,240.96,0.0
31117,McPherson County ,NE,494,858.98,0.58,10,0,13.4,47.0,202.43,0.0
31119,Madison County ,NE,35099,572.74,61.28,2133,0,42.8,33.6,607.71,0.0
31121,Merrick County ,NE,7755,484.88,15.99,340,0,40.8,44.9,438.43,0.0
31123,Morrill County ,NE,4642,1423.84,3.26,162,0,32.9,29.7,348.99,0.0
31125,Nance County ,NE,3519,441.63,7.97,134,0,27.5,49.5,380.79,0.0
31127,Nemaha County ,NE,6972,407.38,17.11,293,0,47.1,40.5,420.25,0.0
31129,Nuckolls County ,NE,4148,575.16,7.21,166,0,47.1,45.2,400.19,0.0
31131,Otoe County ,NE,16012,615.63,26.01,725,0,52.5,44.8,452.79,0.0
31133,Pawnee County ,NE,2613,431.08,6.06,60,0,41.7,41.2,229.62,0.0
31135,Perkins County ,NE,2891,883.34,3.27,92,0,38.4,38.3,318.23,0.0
31137,Phelps County ,NE,9034,539.79,16.74,424,0,37.0,47.7,469.34,0.0
31139,Pierce County ,NE,7148,573.25,12.47,229,0,35.5,25.8,320.37,0.0
31141,Platte County ,NE,33470,674.06,49.65,1763,0,43.4,40.6,526.74,0.0
31143,Polk County ,NE,5213,438.35,11.89,236,0,39.2,44.9,452.71,0.0
31145,Red Willow County ,NE,10724,716.99,14.96,222,0,34.9,46.8,207.01,0.0
31147,Richardson County ,NE,7865,551.84,14.25,436,0,48.2,35.6,554.35,0.0
31149,Rock County ,NE,1357,1008.32,1.35,9,0,34.5,60.8,66.32,0.0
31151,Saline County ,NE,14224,574.02,24.78,784,0,48.4,41.3,551.18,0.0
31153,Sarpy County ,NE,187196,238.99,783.28,13774,0,60.1,33.8,735.81,0.0
31155,Saunders County ,NE,21578,750.23,28.76,961,0,48.9,39.0,445.36,0.0
31157,Scotts Bluff County ,NE,35618,739.4,48.17,1882,0,38.5,41.2,528.38,0.0
31159,Seward County ,NE,17284,571.43,30.25,468,0,47.4,42.8,270.77,0.0
31161,Sheridan County ,NE,5246,2440.86,2.15,102,0,30.0,43.8,194.43,0.0
31163,Sherman County ,NE,3001,565.83,5.3,96,0,37.8,51.1,319.89,0.0
31165,Sioux County ,NE,1166,2066.74,0.56,14,0,23.3,47.8,120.07,0.0
31167,Stanton County ,NE,5920,427.95,13.83,121,0,26.4,39.5,204.39,0.0
31169,Thayer County ,NE,5003,573.81,8.72,229,0,45.1,41.2,457.73,0.0
31171,Thomas County ,NE,722,713.24,1.01,15,0,24.0,50.0,207.76,0.0
31173,Thurston County ,NE,7224,393.58,18.35,463,0,63.2,32.2,640.92,0.0
31175,Valley County ,NE,4158,568.05,7.32,113,0,31.0,60.4,271.77,0.0
31177,Washington County ,NE,20729,389.96,53.16,999,0,52.6,43.8,481.93,0.0
31179,Wayne County ,NE,9385,442.92,21.19,256,0,39.0,43.4,272.78,0.0
31181,Webster County ,NE,3487,574.91,6.07,131,0,36.5,48.9,375.68,0.0
31183,Wheeler County ,NE,783,575.18,1.36,25,0,29.4,42.5,319.28,0.0
31185,York County ,NE,13679,572.51,23.89,849,0,49.7,40.5,620.66,0.0
32001,Churchill County ,NV,24909,4930.46,5.05,1490,7,45.7,27.1,598.18,2.81
32003,Clark County ,NV,2266715,7891.43,287.24,133508,547,52.5,24.9,588.99,2.41
32005,Douglas County ,NV,48905,709.72,68.91,2093,6,48.8,28.4,427.97,1.23
32007,Elko County ,NV,52778,17169.83,3.07,2070,4,38.8,21.9,392.21,0.76
32009,Esmeralda County ,NV,873,3581.88,0.24,25,0,39.6,21.1,286.37,0.0
32011,Eureka County ,NV,2029,4175.68,0.49,43,0,25.4,25.0,211.93,0.0
32013,Humboldt County ,NV,16831,9640.76,1.75,918,7,38.9,23.7,545.42,4.16
32015,Lander County ,NV,5532,5490.11,1.01,142,0,37.2,27.3,256.69,0.0
32017,Lincoln County ,NV,5183,10633.2,0.49,190,0,36.7,29.0,366.58,0.0
32019,Lyon County ,NV,57510,2001.19,28.74,2367,19,38.9,20.5,411.58,3.3
32021,Mineral County ,NV,4505,3752.84,1.2,244,1,53.8,30.7,541.62,2.22
32023,Nye County ,NV,46523,18181.92,2.56,1156,38,43.6,30.3,248.48,8.17
32027,Pershing County ,NV,6725,6036.56,1.11,133,1,34.3,19.5,197.77,1.49
32029,Storey County ,NV,4123,262.92,15.68,67,1,19.4,30.0,162.5,2.43
32031,Washoe County ,NV,471519,6302.37,74.82,26950,63,60.3,28.2,571.56,1.34
32033,White Pine County ,NV,9580,8875.65,1.08,362,0,49.4,24.5,377.87,0.0
32510,Consolidated Municipality of Carson City,NV,55916,144.66,386.53,3839,13,60.3,28.1,686.57,2.32
33001,Belknap County ,NH,61303,400.23,153.17,3670,16,58.8,7.8,598.67,2.61
33003,Carroll County ,NH,48910,931.06,52.53,2706,20,68.7,24.8,553.26,4.09
33005,Cheshire County ,NH,76085,706.66,107.67,4564,27,59.3,7.1,599.86,3.55
33007,Coos County ,NH,31563,1794.69,17.59,1705,15,63.1,26.9,540.19,4.75
33009,Grafton County ,NH,89886,1708.75,52.6,6312,12,71.2,15.5,702.22,1.34
33011,Hillsborough County ,NH,417025,876.14,475.98,30218,91,59.9,7.0,724.61,2.18
33013,Merrimack County ,NH,151391,934.12,162.07,10167,46,65.4,9.2,671.57,3.04
33015,Rockingham County ,NH,309769,694.72,445.89,20878,105,63.5,6.7,673.99,3.39
33017,Strafford County ,NH,130633,368.98,354.04,7744,34,59.5,8.9,592.81,2.6
33019,Sullivan County ,NH,43146,537.31,80.3,2555,17,59.4,12.1,592.18,3.94
34001,Atlantic County ,NJ,263670,555.7,474.48,22890,108,61.3,29.7,868.13,4.1
34003,Bergen County ,NJ,932202,233.01,4000.7,83131,248,71.8,30.7,891.77,2.66
34005,Burlington County ,NJ,445349,798.58,557.68,35229,100,69.6,34.7,791.04,2.25
34007,Camden County ,NJ,506471,221.26,2289.03,45059,170,62.9,34.9,889.67,3.36
34009,Cape May County ,NJ,92039,251.43,366.06,6966,25,69.6,34.4,756.85,2.72
34011,Cumberland County ,NJ,149527,483.7,309.13,13387,61,46.6,30.8,895.29,4.08
34013,Essex County ,NJ,798975,126.21,6330.52,90878,255,65.5,28.2,1137.43,3.19
34015,Gloucester County ,NJ,291636,322.01,905.67,23242,101,57.6,37.6,796.95,3.46
34017,Hudson County ,NJ,672391,46.19,14557.07,60905,195,70.5,23.1,905.8,2.9
34019,Hunterdon County ,NJ,124371,427.82,290.71,9500,51,65.9,35.4,763.84,4.1
34021,Mercer County ,NJ,367430,224.56,1636.22,28387,125,65.1,33.8,772.58,3.4
34023,Middlesex County ,NJ,825062,308.91,2670.88,67882,230,67.3,29.8,822.75,2.79
34025,Monmouth County ,NJ,618795,468.79,1319.98,53796,204,63.3,33.7,869.37,3.3
34027,Morris County ,NJ,491845,460.18,1068.81,47586,126,73.1,34.7,967.5,2.56
34029,Ocean County ,NJ,607186,628.78,965.66,48609,295,50.9,33.2,800.56,4.86
34031,Passaic County ,NJ,501826,184.59,2718.6,51884,180,64.0,23.1,1033.9,3.59
34033,Salem County ,NJ,62385,331.9,187.96,4644,20,50.8,31.4,744.41,3.21
34035,Somerset County ,NJ,328934,301.81,1089.87,26428,40,70.3,35.1,803.44,1.22
34037,Sussex County ,NJ,140488,519.01,270.68,11949,70,58.9,33.4,850.54,4.98
34039,Union County ,NJ,556341,102.86,5408.72,51989,151,65.1,27.5,934.48,2.71
34041,Warren County ,NJ,105267,356.92,294.93,8448,44,63.3,29.2,802.53,4.18
35001,Bernalillo County ,NM,679121,1160.83,585.03,42453,277,65.3,37.8,625.12,4.08
35003,Catron County ,NM,3527,6923.69,0.51,106,5,43.9,33.8,300.54,14.18
35005,Chaves County ,NM,64615,6065.28,10.65,5922,49,41.6,30.0,916.51,7.58
35006,Cibola County ,NM,26675,4539.48,5.88,1972,14,64.8,31.8,739.27,5.25
35007,Colfax County ,NM,11941,3758.06,3.18,594,7,58.6,44.8,497.45,5.86
35009,Curry County ,NM,48954,1404.8,34.85,3379,27,46.3,22.0,690.24,5.52
35011,De Baca County ,NM,1748,2322.62,0.75,146,2,48.1,20.5,835.24,11.44
35013,Dona Ana County ,NM,218195,3807.51,57.31,19005,94,69.1,29.9,871.01,4.31
35015,Eddy County ,NM,58460,4175.73,14.0,3973,24,43.3,28.9,679.61,4.11
35017,Grant County ,NM,26998,3961.63,6.81,1961,13,65.1,46.7,726.35,4.82
35019,Guadalupe County ,NM,4300,3030.48,1.42,286,1,66.0,44.3,665.12,2.33
35021,Harding County ,NM,625,2125.44,0.29,17,0,56.0,49.0,272.0,0.0
35023,Hidalgo County ,NM,4198,3436.86,1.22,327,0,55.1,39.7,778.94,0.0
35025,Lea County ,NM,71070,4390.93,16.19,4149,18,40.3,25.2,583.79,2.53
35027,Lincoln County ,NM,19572,4831.09,4.05,1284,13,55.6,40.8,656.04,6.64
35028,Los Alamos County ,NM,19369,109.17,177.42,1416,2,80.7,49.7,731.07,1.03
35029,Luna County ,NM,23709,2965.19,8.0,1448,11,66.9,33.7,610.74,4.64
35031,McKinley County ,NM,71367,5449.81,13.1,6643,24,76.9,30.9,930.82,3.36
35033,Mora County ,NM,4521,1931.27,2.34,241,4,61.3,46.1,533.07,8.85
35035,Otero County ,NM,67490,6613.21,10.21,3446,26,55.0,26.5,510.59,3.85
35037,Quay County ,NM,8253,2874.35,2.87,395,12,46.1,27.4,478.61,14.54
35039,Rio Arriba County ,NM,38921,5860.84,6.64,3089,22,72.7,34.3,793.66,5.65
35041,Roosevelt County ,NM,18500,2447.43,7.56,1295,14,35.1,30.1,700.0,7.57
35043,Sandoval County ,NM,146748,3710.65,39.55,10347,52,66.9,37.6,705.09,3.54
35045,San Juan County ,NM,123958,5513.07,22.48,9545,75,67.4,39.3,770.02,6.05
35047,San Miguel County ,NM,27277,4715.82,5.78,1957,15,63.3,45.1,717.45,5.5
35049,Santa Fe County ,NM,150358,1909.41,78.75,10021,40,76.0,43.8,666.48,2.66
35051,Sierra County ,NM,10791,4178.96,2.58,449,8,62.5,43.1,416.09,7.41
35053,Socorro County ,NM,16637,6646.68,2.5,1148,13,63.3,37.6,690.03,7.81
35055,Taos County ,NM,32723,2203.11,14.85,1810,9,77.9,43.7,553.13,2.75
35057,Torrance County ,NM,15461,3344.85,4.62,683,19,44.9,34.5,441.76,12.29
35059,Union County ,NM,4059,3823.74,1.06,230,0,42.6,26.4,566.64,0.0
35061,Valencia County ,NM,76688,1066.18,71.93,5306,48,54.7,33.8,691.89,6.26
36001,Albany County ,NY,305506,522.8,584.36,18833,58,70.4,40.6,616.45,1.9
36003,Allegany County ,NY,46091,1029.31,44.78,1750,15,41.0,35.9,379.68,3.25
36005,Bronx County ,NY,1418207,42.1,33686.63,177485,594,66.0,16.4,1251.47,4.19
36007,Broome County ,NY,190488,705.77,269.9,11958,41,60.2,37.2,627.76,2.15
36009,Cattaraugus County ,NY,76117,1308.35,58.18,3605,32,52.5,36.7,473.61,4.2
36011,Cayuga County ,NY,76576,691.58,110.73,4494,16,55.8,34.0,586.87,2.09
36013,Chautauqua County ,NY,126903,1060.23,119.69,5957,47,55.3,35.9,469.41,3.7
36015,Chemung County ,NY,83456,407.35,204.88,6205,35,56.0,34.8,743.51,4.19
36017,Chenango County ,NY,47207,893.55,52.83,2489,14,57.4,35.7,527.25,2.97
36019,Clinton County ,NY,80485,1037.85,77.55,6006,14,67.8,34.7,746.23,1.74
36021,Columbia County ,NY,59461,634.71,93.68,3155,13,70.6,34.8,530.6,2.19
36023,Cortland County ,NY,47581,498.76,95.4,3239,16,56.0,32.8,680.73,3.36
36025,Delaware County ,NY,44135,1442.44,30.6,2215,10,54.2,33.2,501.87,2.27
