countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster,Infections per 10k inhabitants,Deaths per 10k inhabitants
36027,Dutchess County ,NY,294218,795.63,369.79,21537,83,65.3,30.2,732.01,2.82
36029,Erie County ,NY,918702,1042.69,881.09,65293,306,65.4,39.1,710.71,3.33
36031,Essex County ,NY,36885,1794.23,20.56,1816,8,67.8,39.0,492.34,2.17
36033,Franklin County ,NY,50022,1629.12,30.7,2405,11,60.8,34.9,480.79,2.2
36035,Fulton County ,NY,53383,495.47,107.74,3153,30,50.9,33.8,590.64,5.62
36037,Genesee County ,NY,57280,492.94,116.2,3688,26,56.7,33.1,643.85,4.54
36039,Greene County ,NY,47188,647.16,72.92,2769,19,59.1,35.1,586.8,4.03
36041,Hamilton County ,NY,4416,1717.37,2.57,224,2,80.8,43.4,507.25,4.53
36043,Herkimer County ,NY,61319,1411.47,43.44,3782,31,55.5,34.2,616.77,5.06
36045,Jefferson County ,NY,109834,1268.59,86.58,6015,12,66.0,28.2,547.64,1.09
36047,Kings County ,NY,2559903,70.82,36146.61,311425,1135,64.9,20.4,1216.55,4.43
36049,Lewis County ,NY,26296,1274.68,20.63,1314,5,49.0,38.5,499.7,1.9
36051,Livingston County ,NY,62914,631.76,99.59,3116,17,56.4,38.2,495.28,2.7
36053,Madison County ,NY,70941,654.84,108.33,3867,7,57.9,34.8,545.1,0.99
36055,Monroe County ,NY,741770,657.21,1128.67,40656,181,68.1,39.8,548.09,2.44
36057,Montgomery County ,NY,49221,403.04,122.12,3328,17,62.6,33.4,676.13,3.45
36059,Nassau County ,NY,1356924,284.72,4765.82,152631,355,75.2,25.5,1124.83,2.62
36061,New York County ,NY,1628706,22.83,71340.6,205507,492,79.5,29.4,1261.78,3.02
36063,Niagara County ,NY,209281,522.36,400.65,14489,88,62.8,36.2,692.32,4.2
36065,Oneida County ,NY,228671,1212.43,188.61,14302,75,58.5,36.4,625.44,3.28
36067,Onondaga County ,NY,460528,778.39,591.64,38201,130,69.4,37.9,829.5,2.82
36069,Ontario County ,NY,109777,644.07,170.44,5696,38,64.8,40.5,518.87,3.46
36071,Orange County ,NY,384940,811.69,474.25,37230,101,61.7,23.4,967.16,2.62
36073,Orleans County ,NY,40352,391.26,103.13,2189,7,52.1,30.5,542.48,1.73
36075,Oswego County ,NY,117124,951.65,123.07,7728,23,56.3,35.9,659.81,1.96
36077,Otsego County ,NY,59493,1001.7,59.39,3042,8,58.3,40.3,511.32,1.34
36079,Putnam County ,NY,98320,230.31,426.9,8896,15,68.5,29.2,904.8,1.53
36081,Queens County ,NY,2253858,108.53,20767.14,292796,861,78.6,18.9,1299.09,3.82
36083,Rensselaer County ,NY,158714,652.43,243.27,10384,33,66.3,36.6,654.26,2.08
36085,Richmond County ,NY,476143,58.37,8157.32,63757,172,67.4,21.7,1339.03,3.61
36087,Rockland County ,NY,325789,173.55,1877.21,32342,90,59.2,23.6,992.73,2.76
36089,St. Lawrence County ,NY,107740,2680.38,40.2,4875,14,57.5,37.3,452.48,1.3
36091,Saratoga County ,NY,229863,809.98,283.79,15905,52,74.9,40.6,691.93,2.26
36093,Schenectady County ,NY,155299,204.52,759.33,10365,30,68.3,39.1,667.42,1.93
36095,Schoharie County ,NY,30999,621.82,49.85,1567,6,54.2,35.7,505.5,1.94
36097,Schuyler County ,NY,17807,328.33,54.24,1061,1,59.2,35.8,595.83,0.56
36099,Seneca County ,NY,34016,323.71,105.08,1793,15,50.9,35.1,527.1,4.41
36101,Steuben County ,NY,95379,1390.56,68.59,4758,28,56.1,30.6,498.85,2.94
36103,Suffolk County ,NY,1476601,912.05,1618.99,144756,482,70.5,26.4,980.33,3.26
36105,Sullivan County ,NY,75432,968.13,77.92,7135,26,56.4,28.3,945.89,3.45
36107,Tioga County ,NY,48203,518.6,92.95,3019,5,56.9,30.3,626.31,1.04
36109,Tompkins County ,NY,102180,474.65,215.27,7506,10,75.9,34.9,734.59,0.98
36111,Ulster County ,NY,177573,1124.24,157.95,9368,42,68.2,37.2,527.56,2.37
36113,Warren County ,NY,63944,866.95,73.76,4483,13,73.0,42.6,701.08,2.03
36115,Washington County ,NY,61204,831.18,73.64,3700,19,62.3,35.4,604.54,3.1
36117,Wayne County ,NY,89918,603.83,148.91,4757,43,58.8,37.5,529.04,4.78
36119,Westchester County ,NY,967506,430.5,2247.4,88331,250,74.3,28.6,912.98,2.58
36121,Wyoming County ,NY,39859,592.75,67.24,2161,8,48.5,36.0,542.16,2.01
36123,Yates County ,NY,24913,338.14,73.68,932,3,50.0,42.3,374.1,1.2
37001,Alamance County ,NC,169509,423.94,399.84,15090,43,54.5,14.8,890.22,2.54
37003,Alexander County ,NC,37497,259.99,144.22,2821,2,42.4,22.9,752.33,0.53
37005,Alleghany County ,NC,11137,235.06,47.38,694,5,55.5,20.2,623.15,4.49
37007,Anson County ,NC,24446,531.45,46.0,1975,3,42.9,12.2,807.9,1.23
37009,Ashe County ,NC,27203,426.14,63.84,1630,10,50.0,22.0,599.2,3.68
37011,Avery County ,NC,17557,247.09,71.06,1003,0,50.5,23.9,571.28,0.0
37013,Beaufort County ,NC,46994,827.19,56.81,3518,6,51.6,23.0,748.61,1.28
37015,Bertie County ,NC,18947,699.27,27.1,1396,6,47.7,17.5,736.79,3.17
37017,Bladen County ,NC,32722,874.33,37.43,2973,12,46.0,10.0,908.56,3.67
37019,Brunswick County ,NC,142820,846.97,168.62,9205,21,58.2,21.4,644.52,1.47
37021,Buncombe County ,NC,261191,656.67,397.75,14859,46,62.3,22.8,568.89,1.76
37023,Burke County ,NC,90485,507.1,178.44,5686,19,43.8,18.8,628.39,2.1
37025,Cabarrus County ,NC,216453,361.75,598.35,16841,63,51.8,14.3,778.04,2.91
37027,Caldwell County ,NC,82178,471.57,174.26,5968,14,44.5,22.4,726.23,1.7
37029,Camden County ,NC,10867,240.56,45.17,399,0,53.9,9.2,367.17,0.0
37031,Carteret County ,NC,69473,506.25,137.23,3426,0,54.2,16.7,493.14,0.0
37033,Caswell County ,NC,22604,424.92,53.2,1459,0,47.1,26.4,645.46,0.0
37035,Catawba County ,NC,159551,398.72,400.16,13799,46,51.6,14.2,864.86,2.88
37037,Chatham County ,NC,74470,682.19,109.16,4282,4,54.4,16.8,575.0,0.54
37039,Cherokee County ,NC,28612,455.43,62.82,1681,5,52.9,24.0,587.52,1.75
37041,Chowan County ,NC,13943,172.47,80.84,1539,4,51.4,21.2,1103.78,2.87
37043,Clay County ,NC,11231,214.75,52.3,614,0,50.9,17.2,546.7,0.0
37045,Cleveland County ,NC,97947,464.25,210.98,8195,20,46.4,18.6,836.68,2.04
37047,Columbus County ,NC,55508,937.29,59.22,4405,8,41.4,16.7,793.58,1.44
37049,Craven County ,NC,102139,708.96,144.07,6419,14,56.8,19.3,628.46,1.37
37051,Cumberland County ,NC,335509,652.32,514.33,25764,17,59.3,7.8,767.91,0.51
37053,Currituck County ,NC,27763,261.85,106.03,1355,5,51.8,16.7,488.06,1.8
37055,Dare County ,NC,37009,383.42,96.52,2461,3,70.7,21.7,664.97,0.81
37057,Davidson County ,NC,167609,552.68,303.27,12389,39,44.4,19.4,739.16,2.33
37059,Davie County ,NC,42846,264.11,162.23,3124,0,53.0,20.1,729.12,0.0
37061,Duplin County ,NC,58741,816.22,71.97,4210,8,39.3,16.1,716.71,1.36
37063,Durham County ,NC,321488,285.98,1124.16,27500,18,65.6,21.0,855.4,0.56
37065,Edgecombe County ,NC,51472,505.34,101.86,4520,6,44.6,18.8,878.15,1.17
37067,Forsyth County ,NC,382295,408.15,936.65,30243,92,57.5,15.4,791.09,2.41
37069,Franklin County ,NC,69685,491.68,141.73,7900,1,47.5,16.2,1133.67,0.14
37071,Gaston County ,NC,224529,356.03,630.65,17674,64,47.1,15.6,787.16,2.85
37073,Gates County ,NC,11562,340.45,33.96,538,1,48.4,23.3,465.32,0.86
37075,Graham County ,NC,8441,292.08,28.9,648,2,46.9,20.5,767.68,2.37
37077,Granville County ,NC,60443,531.57,113.71,4710,4,57.9,18.7,779.25,0.66
37079,Greene County ,NC,21069,265.93,79.23,1919,0,47.2,10.3,910.82,0.0
37081,Guilford County ,NC,537174,645.7,831.93,35070,62,57.1,12.8,652.86,1.15
37083,Halifax County ,NC,50010,724.09,69.07,5009,14,49.4,23.6,1001.6,2.8
37085,Harnett County ,NC,135976,594.99,228.53,10119,16,36.4,15.7,744.18,1.18
37087,Haywood County ,NC,62317,553.69,112.55,3384,17,54.1,25.2,543.03,2.73
37089,Henderson County ,NC,117417,373.07,314.73,6144,38,54.7,27.5,523.26,3.24
37091,Hertford County ,NC,23677,353.06,67.06,1592,7,44.3,11.2,672.38,2.96
37093,Hoke County ,NC,55234,390.74,141.36,5792,4,30.9,15.1,1048.63,0.72
37095,Hyde County ,NC,4937,612.7,8.06,333,1,60.4,32.4,674.5,2.03
37097,Iredell County ,NC,181806,573.83,316.83,13466,53,48.8,15.1,740.68,2.92
37099,Jackson County ,NC,43938,490.76,89.53,2298,8,50.9,18.6,523.01,1.82
37101,Johnston County ,NC,209339,791.3,264.55,19329,24,48.4,16.0,923.33,1.15
37103,Jones County ,NC,9419,470.71,20.01,630,2,47.6,22.0,668.86,2.12
37105,Lee County ,NC,61779,254.96,242.31,5217,16,52.4,16.4,844.46,2.59
37107,Lenoir County ,NC,55949,400.59,139.67,4669,5,50.6,18.0,834.51,0.89
37109,Lincoln County ,NC,86111,297.94,289.02,6168,4,45.5,14.9,716.28,0.46
37111,McDowell County ,NC,45756,440.61,103.85,3070,4,49.4,19.1,670.95,0.87
37113,Macon County ,NC,35858,515.56,69.55,1578,5,56.1,27.6,440.07,1.39
37115,Madison County ,NC,21755,449.57,48.39,1290,8,53.8,27.7,592.97,3.68
37117,Martin County ,NC,22440,461.22,48.65,1880,4,49.2,16.1,837.79,1.78
37119,Mecklenburg County ,NC,1110356,523.84,2119.65,94253,140,58.1,15.0,848.85,1.26
37121,Mitchell County ,NC,14964,221.43,67.58,708,4,46.6,21.8,473.14,2.67
37123,Montgomery County ,NC,27173,491.76,55.26,2091,5,39.7,17.0,769.51,1.84
37125,Moore County ,NC,100880,697.84,144.56,8170,28,53.7,20.9,809.87,2.78
37127,Nash County ,NC,94298,540.41,174.49,9713,28,54.2,17.4,1030.03,2.97
37129,New Hanover County ,NC,234473,191.53,1224.21,14953,27,58.7,18.5,637.73,1.15
37131,Northampton County ,NC,19483,536.59,36.31,1399,2,44.9,23.5,718.06,1.03
37133,Onslow County ,NC,197938,762.74,259.51,15209,41,55.7,6.0,768.37,2.07
37135,Orange County ,NC,148476,397.96,373.09,10371,9,72.9,21.6,698.5,0.61
37137,Pamlico County ,NC,12726,336.54,37.81,630,1,52.2,23.2,495.05,0.79
37139,Pasquotank County ,NC,39824,226.88,175.53,1803,1,49.7,16.4,452.74,0.25
37141,Pender County ,NC,63060,869.8,72.5,4548,4,47.8,15.9,721.22,0.63
37143,Perquimans County ,NC,13463,247.09,54.49,771,1,44.7,9.9,572.68,0.74
37145,Person County ,NC,39490,392.32,100.66,2871,7,52.7,18.9,727.02,1.77
37147,Pitt County ,NC,180742,651.98,277.22,17729,0,50.0,13.4,980.9,0.0
37149,Polk County ,NC,20724,237.79,87.15,1023,0,42.1,18.5,493.63,0.0
37151,Randolph County ,NC,143667,782.52,183.6,9661,34,41.1,16.5,672.46,2.37
37153,Richmond County ,NC,44829,473.82,94.61,4111,17,44.5,20.3,917.04,3.79
37155,Robeson County ,NC,130625,949.22,137.61,11528,37,38.8,17.8,882.53,2.83
37157,Rockingham County ,NC,91010,565.55,160.92,6665,27,46.9,15.5,732.34,2.97
37159,Rowan County ,NC,142088,511.37,277.86,10748,47,41.3,15.5,756.43,3.31
37161,Rutherford County ,NC,67029,564.15,118.81,4089,18,39.0,22.9,610.03,2.69
37163,Sampson County ,NC,63531,944.74,67.25,5288,6,47.5,15.3,832.35,0.94
37165,Scotland County ,NC,34823,318.85,109.21,3443,8,43.8,16.9,988.71,2.3
37167,Stanly County ,NC,62806,395.09,158.97,5740,16,39.1,11.8,913.93,2.55
37169,Stokes County ,NC,45591,448.86,101.57,3186,24,43.6,13.7,698.82,5.26
37171,Surry County ,NC,71783,532.17,134.89,5569,36,48.8,20.5,775.81,5.02
37173,Swain County ,NC,14271,528.0,27.03,822,5,52.8,28.4,575.99,3.5
37175,Transylvania County ,NC,34385,378.53,90.84,1529,7,52.0,24.8,444.67,2.04
37177,Tyrrell County ,NC,4016,389.04,10.32,309,0,46.1,22.0,769.42,0.0
37179,Union County ,NC,239859,631.52,379.81,18244,45,51.1,14.9,760.61,1.88
37181,Vance County ,NC,44535,253.52,175.67,3868,6,52.1,13.6,868.53,1.35
37183,Wake County ,NC,1111761,835.22,1331.1,127357,54,67.2,16.9,1145.54,0.49
37185,Warren County ,NC,19731,428.46,46.05,1358,3,51.7,14.1,688.26,1.52
37187,Washington County ,NC,11580,348.14,33.26,1107,5,46.2,24.4,955.96,4.32
37189,Watauga County ,NC,56177,312.56,179.73,3460,6,51.9,21.5,615.91,1.07
37191,Wayne County ,NC,123131,553.09,222.62,7861,25,47.8,13.1,638.43,2.03
37193,Wilkes County ,NC,68412,754.28,90.7,4524,34,43.9,15.8,661.29,4.97
37195,Wilson County ,NC,81801,368.17,222.18,6045,1,49.3,22.0,738.99,0.12
37197,Yadkin County ,NC,37667,334.83,112.5,3203,16,46.6,16.1,850.35,4.25
37199,Yancey County ,NC,18069,312.6,57.8,1183,9,48.3,31.0,654.71,4.98
38001,Adams County ,ND,2216,987.62,2.24,96,1,46.7,42.4,433.21,4.51
38003,Barnes County ,ND,10415,1491.55,6.98,619,2,55.2,40.4,594.34,1.92
38005,Benson County ,ND,6832,1388.71,4.92,328,1,48.3,28.5,480.09,1.46
38007,Billings County ,ND,928,1148.85,0.81,23,0,20.6,28.2,247.84,0.0
38009,Bottineau County ,ND,6282,1668.42,3.77,301,1,46.6,42.8,479.15,1.59
38011,Bowman County ,ND,3024,1161.81,2.6,104,1,37.4,41.3,343.92,3.31
38013,Burke County ,ND,2115,1103.57,1.92,61,0,37.5,35.1,288.42,0.0
38015,Burleigh County ,ND,95626,1632.65,58.57,7999,16,47.7,34.9,836.49,1.67
38017,Cass County ,ND,181923,1764.94,103.08,17436,29,57.2,35.8,958.43,1.59
38019,Cavalier County ,ND,3762,1488.75,2.53,164,1,57.9,47.8,435.94,2.66
38021,Dickey County ,ND,4872,1131.47,4.31,245,0,50.6,45.3,502.87,0.0
38023,Divide County ,ND,2264,1260.79,1.8,111,1,39.0,31.1,490.28,4.42
38025,Dunn County ,ND,4424,2008.46,2.2,120,1,22.8,30.2,271.25,2.26
38027,Eddy County ,ND,2287,630.17,3.63,138,0,49.6,44.8,603.41,0.0
38029,Emmons County ,ND,3241,1510.44,2.15,82,0,32.9,37.2,253.01,0.0
38031,Foster County ,ND,3210,635.45,5.05,199,1,52.9,42.5,619.94,3.12
38033,Golden Valley County ,ND,1761,1000.79,1.76,78,0,28.4,30.9,442.93,0.0
38035,Grand Forks County ,ND,69451,1436.38,48.35,5912,10,54.9,34.4,851.25,1.44
38037,Grant County ,ND,2274,1659.14,1.37,73,2,21.5,44.1,321.02,8.8
38039,Griggs County ,ND,2231,708.82,3.15,103,0,45.2,40.1,461.68,0.0
38041,Hettinger County ,ND,2499,1132.22,2.21,229,0,37.6,41.6,916.37,0.0
38043,Kidder County ,ND,2480,1351.19,1.84,76,0,31.4,35.3,306.45,0.0
38045,LaMoure County ,ND,4046,1145.94,3.53,172,2,46.1,44.9,425.11,4.94
38047,Logan County ,ND,1850,992.82,1.86,70,0,35.8,41.8,378.38,0.0
38049,McHenry County ,ND,5745,1873.95,3.07,188,1,39.8,41.0,327.24,1.74
38051,McIntosh County ,ND,2497,974.73,2.56,83,0,41.8,40.9,332.4,0.0
38053,McKenzie County ,ND,15024,2760.32,5.44,496,0,20.4,24.7,330.14,0.0
38055,McLean County ,ND,9450,2110.88,4.48,449,2,44.1,37.7,475.13,2.12
38057,Mercer County ,ND,8187,1042.96,7.85,476,2,37.2,37.3,581.41,2.44
38059,Morton County ,ND,31364,1926.27,16.28,2213,10,42.7,34.7,705.59,3.19
38061,Mountrail County ,ND,10545,1825.3,5.78,779,2,37.9,29.6,738.74,1.9
38063,Nelson County ,ND,2879,981.78,2.93,103,1,68.3,54.1,357.76,3.47
38065,Oliver County ,ND,1959,722.51,2.71,60,0,24.6,35.2,306.28,0.0
38067,Pembina County ,ND,6801,1118.69,6.08,395,2,52.5,33.8,580.8,2.94
38069,Pierce County ,ND,3975,1018.6,3.9,170,1,43.3,45.3,427.67,2.52
38071,Ramsey County ,ND,11519,1186.85,9.71,680,6,53.7,39.8,590.33,5.21
38073,Ransom County ,ND,5218,862.36,6.05,315,1,56.5,46.3,603.68,1.92
38075,Renville County ,ND,2327,877.05,2.65,75,1,37.0,35.9,322.3,4.3
38077,Richland County ,ND,16177,1435.78,11.27,870,0,48.9,39.9,537.8,0.0
38079,Rolette County ,ND,14176,903.08,15.7,1827,3,59.4,34.6,1288.8,2.12
38081,Sargent County ,ND,3898,858.51,4.54,202,0,56.2,46.9,518.21,0.0
38083,Sheridan County ,ND,1315,972.38,1.35,37,1,35.7,49.4,281.37,7.6
38085,Sioux County ,ND,4230,1094.09,3.87,294,1,43.3,26.5,695.04,2.36
38087,Slope County ,ND,750,1214.92,0.62,7,0,10.4,34.2,93.33,0.0
38089,Stark County ,ND,31489,1334.74,23.59,1941,2,34.5,34.7,616.41,0.64
38091,Steele County ,ND,1890,712.22,2.65,69,0,44.6,40.4,365.08,0.0
38093,Stutsman County ,ND,20704,2221.72,9.32,1387,2,50.7,40.0,669.92,0.97
38095,Towner County ,ND,2189,1024.56,2.14,124,0,45.3,47.9,566.47,0.0
38097,Traill County ,ND,8036,861.95,9.32,416,1,51.7,35.7,517.67,1.24
38099,Walsh County ,ND,10641,1281.93,8.3,625,4,54.9,41.6,587.35,3.76
38101,Ward County ,ND,67641,2013.28,33.6,4579,10,45.2,28.6,676.96,1.48
38103,Wells County ,ND,3834,1271.05,3.02,221,1,41.9,41.3,576.42,2.61
38105,Williams County ,ND,37589,2077.4,18.09,2082,8,28.2,24.0,553.89,2.13
39001,Adams County ,OH,27698,583.87,47.44,1770,17,32.7,29.5,639.04,6.14
39003,Allen County ,OH,102351,402.5,254.29,6776,80,40.5,35.1,662.04,7.82
39005,Ashland County ,OH,53484,422.95,126.45,3096,31,40.7,33.6,578.86,5.8
39007,Ashtabula County ,OH,97241,701.93,138.53,5107,105,49.0,37.4,525.19,10.8
39009,Athens County ,OH,65327,503.6,129.72,4805,12,49.1,36.8,735.53,1.84
39011,Auglaize County ,OH,45656,401.39,113.74,2903,34,37.3,34.8,635.84,7.45
39013,Belmont County ,OH,67006,532.13,125.92,4050,20,45.9,32.1,604.42,2.98
39015,Brown County ,OH,43432,490.02,88.63,3087,28,38.2,31.3,710.77,6.45
39017,Butler County ,OH,383134,467.06,820.31,27195,149,52.9,31.5,709.8,3.89
39019,Carroll County ,OH,26914,394.61,68.2,1197,23,41.3,39.8,444.75,8.55
39021,Champaign County ,OH,38885,428.67,90.71,2234,26,42.9,32.7,574.51,6.69
39023,Clark County ,OH,134083,397.47,337.34,10168,68,48.5,34.8,758.34,5.07
39025,Clermont County ,OH,206428,452.1,456.6,15949,79,53.5,32.0,772.62,3.83
39027,Clinton County ,OH,41968,408.68,102.69,3075,29,43.9,32.1,732.7,6.91
39029,Columbiana County ,OH,101883,531.89,191.55,5770,68,46.2,36.5,566.34,6.67
39031,Coshocton County ,OH,36600,563.91,64.9,1780,23,36.7,37.6,486.34,6.28
39033,Crawford County ,OH,41494,401.79,103.27,2974,24,42.5,34.9,716.73,5.78
39035,Cuyahoga County ,OH,1235072,457.19,2701.44,81423,551,60.3,37.5,659.26,4.46
39037,Darke County ,OH,51113,598.1,85.46,3089,22,36.9,35.5,604.35,4.3
39039,Defiance County ,OH,38087,411.46,92.57,2192,23,46.4,37.8,575.52,6.04
39041,Delaware County ,OH,209177,443.1,472.08,14139,42,70.3,39.4,675.93,2.01
39043,Erie County ,OH,74266,251.56,295.22,5587,28,55.9,41.7,752.3,3.77
39045,Fairfield County ,OH,157574,504.41,312.39,11204,70,53.5,34.6,711.03,4.44
39047,Fayette County ,OH,28525,406.36,70.2,2272,26,40.8,34.4,796.49,9.11
39049,Franklin County ,OH,1316756,532.19,2474.22,92411,313,59.9,34.3,701.81,2.38
39051,Fulton County ,OH,42126,405.44,103.9,2432,39,49.8,37.0,577.32,9.26
39053,Gallia County ,OH,29898,466.53,64.09,1845,15,43.8,31.8,617.1,5.02
39055,Geauga County ,OH,93649,400.16,234.03,4077,47,58.0,41.9,435.35,5.02
39057,Greene County ,OH,168937,413.73,408.33,10276,57,62.0,31.1,608.27,3.37
39059,Guernsey County ,OH,38875,522.25,74.44,2657,38,42.0,35.6,683.47,9.77
39061,Hamilton County ,OH,817473,405.91,2013.93,61945,218,58.6,34.7,757.76,2.67
39063,Hancock County ,OH,75783,531.36,142.62,4427,63,48.0,36.8,584.17,8.31
39065,Hardin County ,OH,31365,470.41,66.68,1621,26,36.1,31.0,516.82,8.29
39067,Harrison County ,OH,15040,402.34,37.38,836,11,40.8,37.1,555.85,7.31
39069,Henry County ,OH,27006,416.01,64.92,1649,17,51.0,40.8,610.61,6.29
39071,Highland County ,OH,43161,553.08,78.04,3123,29,35.5,31.9,723.57,6.72
39073,Hocking County ,OH,28264,421.32,67.08,1828,14,45.4,37.4,646.76,4.95
39075,Holmes County ,OH,43960,422.53,104.04,842,22,17.2,33.2,191.54,5.0
39077,Huron County ,OH,58266,491.5,118.55,3822,33,44.9,35.9,655.96,5.66
39079,Jackson County ,OH,32413,420.3,77.12,2161,20,44.0,34.4,666.71,6.17
39081,Jefferson County ,OH,65325,408.33,159.98,4039,36,48.0,32.4,618.29,5.51
39083,Knox County ,OH,62322,525.49,118.6,3340,28,40.6,37.0,535.93,4.49
39085,Lake County ,OH,230149,227.49,1011.69,13454,127,61.6,36.8,584.58,5.52
39087,Lawrence County ,OH,59463,453.37,131.16,5127,23,47.9,23.3,862.22,3.87
39089,Licking County ,OH,176862,682.5,259.14,11241,75,51.5,34.9,635.58,4.24
39091,Logan County ,OH,45672,458.43,99.63,2395,32,40.1,33.6,524.39,7.01
39093,Lorain County ,OH,309833,491.1,630.9,19782,179,59.3,38.2,638.47,5.78
39095,Lucas County ,OH,428348,340.86,1256.67,29916,162,54.2,36.8,698.4,3.78
39097,Madison County ,OH,44731,465.88,96.01,2571,19,47.8,35.3,574.77,4.25
39099,Mahoning County ,OH,228683,411.62,555.57,14486,149,53.3,36.9,633.45,6.52
39101,Marion County ,OH,65093,403.76,161.22,5156,40,45.4,35.8,792.1,6.15
39103,Medina County ,OH,179746,421.36,426.59,11475,75,60.2,38.5,638.4,4.17
39105,Meigs County ,OH,22907,430.1,53.26,1033,12,44.3,30.3,450.95,5.24
39107,Mercer County ,OH,41172,462.45,89.03,2197,15,36.2,36.2,533.62,3.64
39109,Miami County ,OH,106987,406.58,263.14,6837,65,44.8,34.7,639.05,6.08
39111,Monroe County ,OH,13654,455.72,29.96,849,7,44.8,30.8,621.8,5.13
39113,Montgomery County ,OH,531687,461.55,1151.96,38036,240,52.8,35.3,715.38,4.51
39115,Morgan County ,OH,14508,416.42,34.84,774,9,39.5,40.8,533.5,6.2
39117,Morrow County ,OH,35328,406.08,87.0,2049,20,39.2,34.7,579.99,5.66
39119,Muskingum County ,OH,86215,664.58,129.73,6962,40,45.7,37.7,807.52,4.64
39121,Noble County ,OH,14424,398.01,36.24,794,4,40.8,34.1,550.47,2.77
39123,Ottawa County ,OH,40525,254.92,158.97,2209,21,58.3,44.2,545.1,5.18
39125,Paulding County ,OH,18672,416.44,44.84,1017,15,40.0,35.5,544.67,8.03
39127,Perry County ,OH,36134,407.97,88.57,1917,20,38.4,36.1,530.53,5.53
39129,Pickaway County ,OH,58457,501.32,116.61,4263,31,47.6,33.2,729.25,5.3
39131,Pike County ,OH,27772,440.28,63.08,2167,12,41.3,30.5,780.28,4.32
39133,Portage County ,OH,162466,487.38,333.35,10161,89,53.8,36.3,625.42,5.48
39135,Preble County ,OH,40882,424.12,96.39,2323,32,40.5,32.6,568.22,7.83
39137,Putnam County ,OH,33861,482.52,70.18,1748,16,45.7,29.4,516.23,4.73
39139,Richland County ,OH,121154,495.27,244.62,8219,92,41.2,34.7,678.39,7.59
39141,Ross County ,OH,76666,689.19,111.24,6018,33,47.4,32.3,784.96,4.3
39143,Sandusky County ,OH,58518,408.45,143.27,3712,34,49.9,38.7,634.33,5.81
39145,Scioto County ,OH,75314,610.21,123.42,6199,27,46.6,28.4,823.09,3.58
39147,Seneca County ,OH,55178,551.02,100.14,2996,42,45.9,34.4,542.97,7.61
39149,Shelby County ,OH,48590,407.68,119.19,2882,30,34.0,34.3,593.13,6.17
39151,Stark County ,OH,370606,575.27,644.23,21348,281,51.0,37.3,576.03,7.58
39153,Summit County ,OH,541013,412.75,1310.75,33586,252,59.0,36.8,620.8,4.66
39155,Trumbull County ,OH,197974,618.3,320.19,11399,174,51.7,36.9,575.78,8.79
39157,Tuscarawas County ,OH,91987,567.64,162.05,4737,69,41.7,36.7,514.96,7.5
39159,Union County ,OH,58988,431.73,136.63,4827,9,58.2,36.2,818.3,1.53
39161,Van Wert County ,OH,28275,409.16,69.1,1397,26,40.6,38.1,494.08,9.2
39163,Vinton County ,OH,13085,412.36,31.73,765,6,37.3,32.5,584.64,4.59
39165,Warren County ,OH,234602,401.31,584.59,17617,78,60.0,35.9,750.93,3.32
39167,Washington County ,OH,59911,631.97,94.8,2836,13,52.8,35.2,473.37,2.17
39169,Wayne County ,OH,115710,554.93,208.51,5976,68,42.7,36.2,516.46,5.88
39171,Williams County ,OH,36692,420.97,87.16,1845,42,42.2,38.4,502.83,11.45
39173,Wood County ,OH,130817,617.21,211.95,9181,52,58.3,39.3,701.82,3.98
39175,Wyandot County ,OH,21772,406.87,53.51,1214,17,44.9,41.2,557.6,7.81
40001,Adair County ,OK,22194,573.48,38.7,1600,0,32.2,21.7,720.92,0.0
40003,Alfalfa County ,OK,5702,866.46,6.58,184,0,43.3,36.6,322.69,0.0
40005,Atoka County ,OK,13758,975.52,14.1,623,0,33.3,25.2,452.83,0.0
40007,Beaver County ,OK,5311,1814.67,2.93,202,0,29.1,23.1,380.34,0.0
40009,Beckham County ,OK,21859,901.81,24.24,1232,0,38.8,27.5,563.61,0.0
40011,Blaine County ,OK,9429,928.42,10.16,524,0,44.1,29.1,555.73,0.0
40013,Bryan County ,OK,47995,904.47,53.06,3052,0,39.5,22.5,635.9,0.0
40015,Caddo County ,OK,28762,1278.29,22.5,1928,0,59.4,28.9,670.33,0.0
40017,Canadian County ,OK,148306,896.63,165.4,10791,0,53.9,25.8,727.62,0.0
40019,Carter County ,OK,48111,822.18,58.52,2848,0,41.0,27.8,591.96,0.0
40021,Cherokee County ,OK,48657,749.41,64.93,3174,0,43.7,30.1,652.32,0.0
40023,Choctaw County ,OK,14672,770.36,19.05,826,0,33.1,23.0,562.98,0.0
40025,Cimarron County ,OK,2137,1834.74,1.16,109,0,29.9,15.0,510.06,0.0
40027,Cleveland County ,OK,284014,538.77,527.15,24633,0,50.5,30.5,867.32,0.0
40029,Coal County ,OK,5495,516.68,10.64,289,0,37.7,29.2,525.93,0.0
40031,Comanche County ,OK,120749,1069.29,112.92,7160,0,57.5,18.4,592.97,0.0
40033,Cotton County ,OK,5666,632.65,8.96,239,0,46.7,26.9,421.81,0.0
40035,Craig County ,OK,14142,761.35,18.57,771,0,49.9,29.1,545.18,0.0
