countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster
45083,Spartanburg County ,SC,319785,807.93,395.81,25711,98,42.0,33.0
45085,Sumter County ,SC,106721,665.07,160.47,8887,30,48.65,25.1
45087,Union County ,SC,27316,514.17,53.13,2220,14,39.7,31.95
45089,Williamsburg County ,SC,30368,934.16,32.51,2333,3,54.35,30.0
45091,York County ,SC,280979,680.6,412.84,23039,30,46.6,30.05
46003,Aurora County ,SD,2751,708.43,3.88,133,0,51.3,39.7
46005,Beadle County ,SD,18453,1258.71,14.66,724,3,46.75,40.4
46007,Bennett County ,SD,3365,1184.71,2.84,179,0,52.75,25.1
46009,Bon Homme County ,SD,6901,563.7,12.24,437,5,55.15,42.05
46011,Brookings County ,SD,35077,792.21,44.28,2127,0,49.35,40.0
46013,Brown County ,SD,38839,1712.98,22.67,1985,5,53.8,38.25
46015,Brule County ,SD,5297,817.24,6.48,340,3,52.1,30.45
46017,Buffalo County ,SD,1962,471.38,4.16,126,1,56.25,22.65
46019,Butte County ,SD,10429,2249.9,4.64,378,7,38.1,28.15
46021,Campbell County ,SD,1376,733.68,1.88,44,2,54.85,40.5
46023,Charles Mix County ,SD,9292,1097.49,8.47,644,3,51.25,39.5
46025,Clark County ,SD,3736,957.6,3.9,162,1,48.25,30.55
46027,Clay County ,SD,14070,412.19,34.13,901,2,65.05,41.6
46029,Codington County ,SD,28009,688.5,40.68,1511,3,52.05,39.15
46031,Corson County ,SD,4086,2469.69,1.65,200,0,37.15,26.65
46033,Custer County ,SD,8972,1557.0,5.76,390,2,48.85,23.2
46035,Davison County ,SD,19775,435.56,45.4,1278,7,57.6,34.95
46037,Day County ,SD,5424,1027.87,5.28,297,2,62.1,42.8
46039,Deuel County ,SD,4351,622.69,6.99,189,0,44.4,38.2
46041,Dewey County ,SD,5892,2302.49,2.56,209,2,66.45,26.25
46043,Douglas County ,SD,2921,431.8,6.76,81,1,49.85,39.4
46045,Edmunds County ,SD,3829,1125.96,3.4,176,2,44.0,43.15
46047,Fall River County ,SD,6713,1739.92,3.86,383,11,59.8,17.55
46049,Faulk County ,SD,2299,981.75,2.34,55,1,52.55,42.5
46051,Grant County ,SD,7052,681.46,10.35,447,1,46.5,37.5
46053,Gregory County ,SD,4185,1014.96,4.12,180,2,48.2,40.65
46055,Haakon County ,SD,1899,1810.53,1.05,84,0,40.3,20.5
46057,Hamlin County ,SD,6164,507.23,12.15,265,0,43.85,37.45
46059,Hand County ,SD,3191,1436.61,2.22,87,0,46.95,42.1
46061,Hanson County ,SD,3453,434.51,7.95,130,1,40.5,31.5
46063,Harding County ,SD,1298,2671.38,0.49,27,0,18.2,35.3
46065,Hughes County ,SD,17526,741.56,23.63,573,5,68.35,39.9
46067,Hutchinson County ,SD,7291,812.9,8.97,360,5,52.0,46.45
46069,Hyde County ,SD,1301,860.52,1.51,57,0,52.4,44.45
46071,Jackson County ,SD,3344,1863.91,1.79,154,1,45.2,23.6
46073,Jerauld County ,SD,2013,526.23,3.83,54,0,49.15,45.6
46075,Jones County ,SD,903,969.68,0.93,18,0,68.45,26.4
46077,Kingsbury County ,SD,4939,832.24,5.93,225,1,64.3,43.35
46079,Lake County ,SD,12797,563.28,22.72,471,6,48.1,37.25
46081,Lawrence County ,SD,25844,800.04,32.3,1222,6,54.1,21.95
46083,Lincoln County ,SD,61128,577.28,105.89,3592,8,55.55,35.95
46085,Lyman County ,SD,3781,1641.94,2.3,288,1,59.7,31.7
46087,McCook County ,SD,5586,574.2,9.73,232,1,54.1,37.85
46089,McPherson County ,SD,2379,1136.64,2.09,47,1,26.65,78.0
46091,Marshall County ,SD,4935,838.07,5.89,159,0,50.3,47.7
46093,Meade County ,SD,28332,3470.98,8.16,1410,2,52.05,19.4
46095,Mellette County ,SD,2061,1307.31,1.58,113,1,32.4,18.85
46097,Miner County ,SD,2216,570.31,3.89,69,0,52.0,42.75
46099,Minnehaha County ,SD,193134,807.15,239.28,13337,42,62.9,35.0
46101,Moody County ,SD,6576,519.39,12.66,306,2,46.2,35.55
46102,Oglala Lakota County ,SD,14177,2093.9,6.77,904,1,69.55,26.45
46103,Pennington County ,SD,113775,2776.55,40.98,7329,33,54.85,31.5
46105,Perkins County ,SD,2865,2870.48,1.0,117,0,31.45,40.85
46107,Potter County ,SD,2153,861.14,2.5,145,1,58.55,44.9
46109,Roberts County ,SD,10394,1101.04,9.44,500,1,67.4,32.4
46111,Sanborn County ,SD,2344,569.32,4.12,108,2,52.75,44.3
46115,Spink County ,SD,6376,1503.93,4.24,215,3,50.35,47.8
46117,Stanley County ,SD,3098,1444.43,2.14,99,3,56.4,36.85
46119,Sully County ,SD,1391,1006.82,1.38,40,0,42.8,36.4
46121,Todd County ,SD,10177,1388.56,7.33,712,3,58.15,22.7
46123,Tripp County ,SD,5441,1612.45,3.37,322,0,43.15,37.75
46125,Turner County ,SD,8384,617.06,13.59,399,0,50.95,40.3
46127,Union County ,SD,15932,460.54,34.59,821,1,49.15,28.3
46129,Walworth County ,SD,5435,708.63,7.67,227,1,45.2,39.05
46135,Yankton County ,SD,22814,521.16,43.78,1306,5,61.45,42.8
46137,Ziebach County ,SD,2756,1961.27,1.41,36,1,29.2,27.0
47001,Anderson County ,TN,76978,337.16,228.31,4279,43,53.6,40.1
47003,Bedford County ,TN,49713,473.64,104.96,2999,34,40.35,28.2
47005,Benton County ,TN,16160,394.14,41.0,699,23,42.4,40.6
47007,Bledsoe County ,TN,15064,406.43,37.06,565,17,34.55,32.25
47009,Blount County ,TN,133088,558.71,238.21,8213,60,50.15,39.7
47011,Bradley County ,TN,108110,328.76,328.84,6450,97,39.8,33.1
47013,Campbell County ,TN,39842,480.19,82.97,2127,40,41.75,33.1
47015,Cannon County ,TN,14678,265.64,55.26,592,7,30.65,33.95
47017,Carroll County ,TN,27767,599.25,46.34,1729,20,46.2,35.6
47019,Carter County ,TN,56391,341.2,165.27,2342,46,38.7,35.2
47021,Cheatham County ,TN,40667,302.44,134.46,2327,25,52.25,33.6
47023,Chester County ,TN,17297,285.74,60.53,1273,6,34.05,34.2
47025,Claiborne County ,TN,31959,434.58,73.54,1385,29,42.2,29.4
47027,Clay County ,TN,7615,236.54,32.19,318,7,28.05,39.25
47029,Cocke County ,TN,36004,434.57,82.85,2095,64,47.75,33.95
47031,Coffee County ,TN,56520,428.96,131.76,3431,48,44.05,34.4
47033,Crockett County ,TN,14230,265.54,53.59,1068,10,45.95,33.05
47035,Cumberland County ,TN,60520,681.03,88.87,1981,52,45.2,45.25
47037,Davidson County ,TN,694144,504.03,1377.19,46144,217,62.0,37.95
47039,Decatur County ,TN,11663,333.85,34.93,675,8,36.6,38.05
47041,DeKalb County ,TN,20490,304.35,67.32,974,12,39.5,36.15
47043,Dickson County ,TN,53948,489.9,110.12,2720,44,46.4,34.45
47045,Dyer County ,TN,37159,512.33,72.53,2874,15,38.05,29.45
47047,Fayette County ,TN,41133,704.79,58.36,2762,32,53.7,34.35
47049,Fentress County ,TN,18523,498.61,37.15,822,33,32.5,33.0
47051,Franklin County ,TN,42208,554.54,76.11,2609,40,39.25,37.4
47053,Gibson County ,TN,49133,602.74,81.52,4073,27,43.15,35.35
47055,Giles County ,TN,29464,610.93,48.23,1897,26,37.3,34.25
47057,Grainger County ,TN,23320,280.6,83.11,1129,22,47.35,34.65
47059,Greene County ,TN,69069,622.17,111.01,3815,62,44.6,37.3
47061,Grundy County ,TN,13427,360.53,37.24,513,21,29.2,29.8
47063,Hamblen County ,TN,64934,161.18,402.87,3718,77,40.75,34.2
47065,Hamilton County ,TN,367804,542.43,678.07,21115,237,54.2,39.75
47067,Hancock County ,TN,6620,222.34,29.77,345,8,31.45,33.9
47069,Hardeman County ,TN,25050,667.77,37.51,1340,11,43.95,31.3
47071,Hardin County ,TN,25652,577.32,44.43,1560,24,39.0,34.25
47073,Hawkins County ,TN,56786,486.98,116.61,2703,63,42.65,33.4
47075,Haywood County ,TN,17304,533.11,32.46,1495,4,49.5,33.4
47077,Henderson County ,TN,28117,520.07,54.06,1699,13,39.8,34.8
47079,Henry County ,TN,32345,562.1,57.54,1328,30,44.95,38.65
47081,Hickman County ,TN,25178,612.5,41.11,1075,14,40.75,35.65
47083,Houston County ,TN,8201,200.29,40.95,316,9,41.1,35.85
47085,Humphreys County ,TN,18582,530.98,35.0,616,11,40.05,29.8
47087,Jackson County ,TN,11786,308.32,38.23,504,8,32.9,37.8
47089,Jefferson County ,TN,54495,274.08,198.83,2938,62,48.05,36.4
47091,Johnson County ,TN,17788,298.48,59.6,492,18,35.6,32.0
47093,Knox County ,TN,470313,508.22,925.41,26449,142,57.7,40.25
47095,Lake County ,TN,7016,165.78,42.32,448,2,33.55,21.9
47097,Lauderdale County ,TN,25633,471.99,54.31,1639,10,35.85,29.2
47099,Lawrence County ,TN,44142,617.13,71.53,2567,32,35.1,33.15
47101,Lewis County ,TN,12268,282.09,43.49,462,5,34.3,34.4
47103,Lincoln County ,TN,34366,570.34,60.26,1817,36,40.0,34.0
47105,Loudon County ,TN,54068,229.22,235.88,2776,47,61.55,43.55
47107,McMinn County ,TN,53794,430.13,125.06,3080,62,38.25,34.5
47109,McNairy County ,TN,25694,562.86,45.65,1328,13,45.6,31.15
47111,Macon County ,TN,24602,307.14,80.1,1560,24,30.25,32.2
47113,Madison County ,TN,97984,557.12,175.88,7416,43,52.1,38.25
47115,Marion County ,TN,28907,498.16,58.03,1419,39,43.15,33.6
47117,Marshall County ,TN,34375,375.46,91.55,1743,12,40.6,32.95
47119,Maury County ,TN,96387,613.14,157.2,5591,39,61.45,34.55
47121,Meigs County ,TN,12422,195.12,63.66,617,15,66.0,36.75
47123,Monroe County ,TN,46545,635.57,73.23,2200,61,41.6,36.65
47125,Montgomery County ,TN,208993,539.18,387.61,9576,117,56.35,21.55
47127,Moore County ,TN,6488,129.22,50.21,458,9,21.1,38.45
47129,Morgan County ,TN,21403,522.18,40.99,951,13,49.7,31.4
47131,Obion County ,TN,30069,544.73,55.2,2524,30,39.0,28.15
47133,Overton County ,TN,22241,433.48,51.31,1064,29,34.15,39.85
47135,Perry County ,TN,8076,414.73,19.47,342,8,39.0,38.1
47137,Pickett County ,TN,5048,162.98,30.97,364,2,42.4,42.55
47139,Polk County ,TN,16832,434.68,38.72,773,16,40.1,36.15
47141,Putnam County ,TN,80245,401.1,200.06,3804,42,48.95,35.85
47143,Rhea County ,TN,33167,315.38,105.17,1493,36,41.35,33.7
47145,Roane County ,TN,53382,360.71,147.99,2774,27,43.0,39.5
47147,Robertson County ,TN,71813,476.29,150.78,4451,52,49.75,32.7
47149,Rutherford County ,TN,332285,619.36,536.5,20392,179,51.15,31.85
47151,Scott County ,TN,22068,532.3,41.46,1268,27,35.0,30.7
47153,Sequatchie County ,TN,15026,265.86,56.52,501,21,33.35,36.6
47155,Sevier County ,TN,98250,592.5,165.82,5754,63,48.1,34.15
47157,Shelby County ,TN,937166,763.17,1227.99,67174,456,52.1,31.75
47159,Smith County ,TN,20157,314.29,64.14,910,13,31.55,33.45
47161,Stewart County ,TN,13715,459.33,29.86,598,6,41.35,34.75
47163,Sullivan County ,TN,158348,413.36,383.08,8283,110,54.0,37.25
47165,Sumner County ,TN,191283,529.45,361.29,11396,160,45.8,36.35
47167,Tipton County ,TN,61599,458.37,134.39,3987,37,38.4,28.4
47169,Trousdale County ,TN,11284,114.19,98.82,523,13,35.1,32.15
47171,Unicoi County ,TN,17883,186.17,96.06,689,14,52.0,37.5
47173,Union County ,TN,19972,223.55,89.34,894,16,33.5,36.05
47175,Van Buren County ,TN,5872,273.42,21.48,215,12,56.05,38.75
47177,Warren County ,TN,41277,432.68,95.4,1946,19,39.45,36.75
47179,Washington County ,TN,129375,326.47,396.28,6782,73,57.1,38.6
47181,Wayne County ,TN,16673,734.1,22.71,802,10,39.45,32.9
47183,Weakley County ,TN,33328,580.36,57.43,1790,10,36.4,34.2
47185,White County ,TN,27345,376.67,72.6,1176,15,40.85,37.0
47187,Williamson County ,TN,238412,582.6,409.22,13141,66,63.4,42.55
47189,Wilson County ,TN,144657,570.83,253.42,8820,75,50.75,36.2
48001,Anderson County ,TX,57735,1062.6,54.33,1094,12,19.3,13.2
48003,Andrews County ,TX,18705,1500.71,12.46,732,4,21.5,15.4
48005,Angelina County ,TX,86715,797.78,108.7,898,21,22.85,17.95
48007,Aransas County ,TX,23510,252.07,93.27,969,4,54.9,20.45
48009,Archer County ,TX,8553,903.11,9.47,665,0,29.3,15.2
48011,Armstrong County ,TX,1887,909.11,2.08,149,0,20.0,17.75
48013,Atascosa County ,TX,51153,1219.54,41.94,3618,8,25.25,15.5
48015,Austin County ,TX,30032,646.51,46.45,1402,4,23.1,16.6
48017,Bailey County ,TX,7000,826.8,8.47,266,3,18.95,15.3
48019,Bandera County ,TX,23112,790.96,29.22,798,6,24.75,17.35
48021,Bastrop County ,TX,88723,888.15,99.9,5917,10,54.5,17.25
48023,Baylor County ,TX,3509,867.48,4.05,181,4,20.1,15.45
48025,Bee County ,TX,32565,880.24,37.0,2319,6,24.15,15.5
48027,Bell County ,TX,362924,1051.02,345.31,20574,38,56.55,11.65
48029,Bexar County ,TX,2003554,1239.82,1616.0,176355,238,65.45,17.4
48031,Blanco County ,TX,11931,709.25,16.82,998,2,27.85,18.45
48033,Borden County ,TX,654,897.44,0.73,49,0,16.95,10.35
48035,Bosque County ,TX,18685,982.98,19.01,1207,5,22.7,18.75
48037,Bowie County ,TX,93245,885.01,105.36,4585,26,37.25,16.25
48039,Brazoria County ,TX,374264,1357.7,275.66,26995,51,55.2,17.75
48041,Brazos County ,TX,229211,585.45,391.51,17653,17,49.25,17.15
48043,Brewster County ,TX,9203,6183.73,1.49,-108,2,28.65,18.1
48045,Briscoe County ,TX,1546,900.0,1.72,162,1,21.8,31.7
48047,Brooks County ,TX,7093,943.36,7.52,340,2,30.2,18.35
48049,Brown County ,TX,37864,944.43,40.09,2519,20,20.25,15.8
48051,Burleson County ,TX,18443,659.03,27.99,1431,2,24.05,18.8
48053,Burnet County ,TX,48155,994.26,48.43,2364,10,26.1,19.0
48055,Caldwell County ,TX,43664,545.26,80.08,4416,11,27.45,15.7
48057,Calhoun County ,TX,21290,506.84,42.01,1426,2,28.05,18.25
48059,Callahan County ,TX,13943,899.37,15.5,704,7,20.15,16.2
48061,Cameron County ,TX,423163,890.92,474.97,24122,51,72.55,16.55
48063,Camp County ,TX,13094,195.83,66.86,494,3,19.5,17.4
48065,Carson County ,TX,5926,920.22,6.44,506,3,17.95,17.65
48067,Cass County ,TX,30026,936.96,32.05,1522,13,33.8,17.25
48069,Castro County ,TX,7530,894.43,8.42,751,5,21.1,16.75
48071,Chambers County ,TX,43837,597.14,73.41,905,5,23.15,14.65
48073,Cherokee County ,TX,52646,1052.91,50.0,735,5,19.05,17.05
48075,Childress County ,TX,7306,696.41,10.49,459,5,22.8,18.9
48077,Clay County ,TX,10471,1088.72,9.62,367,2,22.5,18.05
48079,Cochran County ,TX,2853,775.15,3.68,291,1,25.55,12.05
48081,Coke County ,TX,3387,911.47,3.72,112,0,22.7,16.85
48083,Coleman County ,TX,8175,1261.95,6.48,324,6,18.05,18.95
48085,Collin County ,TX,1034730,841.23,1230.02,56442,125,64.05,19.1
48087,Collingsworth County ,TX,2920,918.44,3.18,178,2,16.05,22.15
48089,Colorado County ,TX,21493,960.27,22.38,741,2,25.85,17.4
48091,Comal County ,TX,156209,559.48,279.2,9207,28,58.35,18.45
48093,Comanche County ,TX,13635,937.75,14.54,645,5,22.55,19.15
48095,Concho County ,TX,2726,983.8,2.77,250,0,24.3,19.95
48097,Cooke County ,TX,41257,874.76,47.16,1614,12,18.45,16.2
48099,Coryell County ,TX,75951,1052.07,72.19,5280,10,25.85,12.85
48101,Cottle County ,TX,1398,900.56,1.55,17,0,15.95,19.15
48103,Crane County ,TX,4797,785.07,6.11,199,2,18.05,13.4
48105,Crockett County ,TX,3464,2807.33,1.23,161,0,23.15,20.3
48107,Crosby County ,TX,5737,900.2,6.37,673,4,21.6,18.45
48109,Culberson County ,TX,2171,3812.8,0.57,88,2,25.7,18.8
48111,Dallam County ,TX,7287,1503.26,4.85,573,4,21.25,12.3
48113,Dallas County ,TX,2635516,871.28,3024.88,121657,340,57.2,16.85
48115,Dawson County ,TX,12728,900.31,14.14,168,9,16.25,12.2
48117,Deaf Smith County ,TX,18546,1496.87,12.39,451,16,20.9,15.5
48119,Delta County ,TX,5331,256.83,20.76,1001,0,17.4,16.35
48121,Denton County ,TX,887207,878.43,1009.99,48382,108,58.95,19.2
48123,DeWitt County ,TX,20160,908.98,22.18,3224,0,22.0,17.55
48125,Dickens County ,TX,2211,901.72,2.45,132,0,16.3,19.55
48127,Dimmit County ,TX,10124,1328.88,7.62,1453,1,34.3,15.35
48129,Donley County ,TX,3278,926.89,3.54,259,2,16.85,18.1
48131,Duval County ,TX,11157,1793.48,6.22,938,4,30.0,18.7
48133,Eastland County ,TX,18360,926.49,19.82,406,11,18.15,17.45
48135,Ector County ,TX,166223,897.69,185.17,8490,47,40.55,14.35
48137,Edwards County ,TX,1932,2117.86,0.91,97,2,40.35,9.4
48139,Ellis County ,TX,184826,935.49,197.57,11686,29,26.15,15.95
48141,El Paso County ,TX,839238,1012.69,828.72,28028,333,74.55,15.4
48143,Erath County ,TX,42698,1083.07,39.42,1534,5,18.35,16.55
48145,Falls County ,TX,17297,765.48,22.6,954,5,22.75,16.35
48147,Fannin County ,TX,35514,890.84,39.87,1210,11,21.55,16.6
48149,Fayette County ,TX,25346,950.01,26.68,829,4,24.5,18.6
48151,Fisher County ,TX,3830,898.94,4.26,117,1,17.8,20.65
48153,Floyd County ,TX,5712,992.14,5.76,569,4,22.2,19.5
48155,Foard County ,TX,1155,704.4,1.64,6,1,21.35,18.55
48157,Fort Bend County ,TX,811688,861.48,942.2,61165,56,67.95,19.1
48159,Franklin County ,TX,10725,284.39,37.71,561,0,17.95,18.4
48161,Freestone County ,TX,19717,877.74,22.46,895,7,18.7,13.8
48163,Frio County ,TX,20306,1133.5,17.91,913,4,29.4,11.1
48165,Gaines County ,TX,21492,1502.38,14.31,-473,8,10.6,11.05
48167,Galveston County ,TX,342139,378.36,904.27,24393,65,57.5,19.4
48169,Garza County ,TX,6229,893.41,6.97,432,2,25.8,9.0
48171,Gillespie County ,TX,26988,1058.21,25.5,1217,13,26.4,20.65
48173,Glasscock County ,TX,1409,900.22,1.57,30,0,21.55,11.7
48175,Goliad County ,TX,7658,852.01,8.99,400,1,20.8,19.45
48177,Gonzales County ,TX,20837,1066.69,19.53,691,5,24.05,16.1
48179,Gray County ,TX,21886,925.97,23.64,1654,21,23.3,15.35
48181,Grayson County ,TX,136212,932.8,146.02,8405,38,42.95,17.6
48183,Gregg County ,TX,123945,273.3,453.51,2625,21,21.9,16.9
48185,Grimes County ,TX,28880,787.46,36.67,2677,4,25.5,16.5
48187,Guadalupe County ,TX,166847,711.3,234.57,8858,10,52.4,17.05
48189,Hale County ,TX,33406,1004.68,33.25,-1955,19,21.15,13.4
48191,Hall County ,TX,2964,883.49,3.35,310,5,21.35,19.95
48193,Hamilton County ,TX,8461,835.91,10.12,543,0,25.55,19.25
48195,Hansford County ,TX,5399,919.81,5.87,367,0,20.6,15.35
48197,Hardeman County ,TX,3933,695.11,5.66,83,0,22.6,18.55
48199,Hardin County ,TX,57602,890.57,64.68,1039,8,18.45,16.6
48201,Harris County ,TX,4713325,1703.48,2766.88,360275,537,60.3,16.25
48203,Harrison County ,TX,66553,899.95,73.95,2657,15,38.8,16.6
48205,Hartley County ,TX,5576,1462.03,3.81,263,1,23.7,17.95
48207,Haskell County ,TX,5658,903.13,6.26,194,1,18.5,13.55
48209,Hays County ,TX,230191,677.98,339.52,19540,31,58.9,18.5
48211,Hemphill County ,TX,3819,906.29,4.21,280,1,20.6,18.6
48213,Henderson County ,TX,82737,873.75,94.69,3822,22,19.15,18.9
48215,Hidalgo County ,TX,868707,1570.87,553.01,55156,94,66.5,14.8
48217,Hill County ,TX,36649,958.86,38.22,2467,14,20.05,16.95
48219,Hockley County ,TX,23021,908.39,25.34,2767,11,20.65,15.35
48221,Hood County ,TX,61643,420.64,146.55,2500,21,24.7,19.5
48223,Hopkins County ,TX,37084,767.17,48.34,1229,11,19.2,16.4
48225,Houston County ,TX,22968,1230.91,18.66,711,7,20.3,18.2
48227,Howard County ,TX,36664,900.79,40.7,395,13,18.35,10.75
48229,Hudspeth County ,TX,4886,4570.98,1.07,298,2,32.55,14.75
48231,Hunt County ,TX,98594,840.32,117.33,3668,17,40.85,15.75
48233,Hutchinson County ,TX,20938,887.42,23.59,2054,19,33.25,17.5
48235,Irion County ,TX,1536,1051.56,1.46,207,1,47.5,6.2
48237,Jack County ,TX,8935,910.66,9.81,380,1,19.95,15.1
48239,Jackson County ,TX,14760,829.44,17.8,308,3,22.05,16.25
48241,Jasper County ,TX,35529,938.85,37.84,1582,6,17.6,18.25
48243,Jeff Davis County ,TX,2274,2264.56,1.0,3,2,26.05,19.2
48245,Jefferson County ,TX,251565,876.3,287.08,8491,29,48.3,16.85
48247,Jim Hogg County ,TX,5200,1136.14,4.58,1113,0,27.1,15.2
48249,Jim Wells County ,TX,40482,864.97,46.8,2972,3,26.2,19.0
48251,Johnson County ,TX,175817,724.69,242.61,10056,61,22.3,16.5
48253,Jones County ,TX,20083,928.55,21.63,985,7,21.55,17.55
48255,Karnes County ,TX,15601,747.56,20.87,779,3,27.8,13.65
48257,Kaufman County ,TX,136154,780.7,174.4,8691,30,49.2,15.55
48259,Kendall County ,TX,47431,662.45,71.6,2119,4,30.15,20.4
48261,Kenedy County ,TX,404,1458.33,0.28,11,0,26.75,19.9
48263,Kent County ,TX,762,902.51,0.84,45,0,18.65,18.5
48265,Kerr County ,TX,52600,1103.32,47.67,1740,18,24.75,19.0
48267,Kimble County ,TX,4337,1250.99,3.47,184,1,21.25,21.4
48269,King County ,TX,272,910.87,0.3,13,0,0.0,0.0
48271,Kinney County ,TX,3667,1360.06,2.7,177,0,24.6,16.2
48273,Kleberg County ,TX,30680,881.31,34.81,1905,1,29.55,18.75
48275,Knox County ,TX,3664,850.62,4.31,100,0,19.25,14.1
48277,Lamar County ,TX,49859,907.19,54.96,-31,11,37.95,18.7
48279,Lamb County ,TX,12893,1016.18,12.69,1105,7,20.95,18.3
48281,Lampasas County ,TX,21428,712.84,30.06,1566,5,22.85,16.95
48283,La Salle County ,TX,7520,1486.69,5.06,645,2,30.85,17.6
48285,Lavaca County ,TX,20154,969.71,20.78,786,6,20.35,17.6
48287,Lee County ,TX,17239,629.02,27.41,836,2,23.05,17.7
48289,Leon County ,TX,17404,1073.15,16.22,1003,6,17.55,16.75
48291,Liberty County ,TX,88219,1158.42,76.15,3331,13,20.3,13.15
48293,Limestone County ,TX,23437,905.29,25.89,1099,5,18.2,16.5
48295,Lipscomb County ,TX,3233,932.18,3.47,130,0,33.1,16.15
48297,Live Oak County ,TX,12207,1039.7,11.74,288,2,20.85,14.3
48299,Llano County ,TX,21795,934.03,23.33,893,6,25.1,22.75
48301,Loving County ,TX,169,668.93,0.25,105,0,0.0,0.0
48303,Lubbock County ,TX,310569,895.6,346.77,20620,126,46.35,16.75
48305,Lynn County ,TX,5951,891.87,6.67,398,4,18.9,15.15
48307,McCulloch County ,TX,7984,1065.6,7.49,243,2,18.85,19.75
48309,McLennan County ,TX,256623,1037.1,247.44,9827,45,49.1,16.7
48311,McMullen County ,TX,743,1139.43,0.65,35,0,22.55,18.35
48313,Madison County ,TX,14284,466.07,30.65,1007,3,19.75,17.95
48315,Marion County ,TX,9854,380.88,25.87,323,2,38.95,17.4
48317,Martin County ,TX,5771,914.94,6.31,206,0,15.45,13.9
48319,Mason County ,TX,4274,928.8,4.6,160,1,23.35,23.8
48321,Matagorda County ,TX,36643,1100.28,33.3,1587,8,22.85,16.4
48323,Maverick County ,TX,58722,1279.26,45.9,6560,16,82.6,13.15
48325,Medina County ,TX,51584,1325.36,38.92,2095,8,27.15,18.15
48327,Menard County ,TX,2138,902.03,2.37,110,1,26.3,22.65
48329,Midland County ,TX,176832,900.3,196.41,7630,42,41.1,14.1
48331,Milam County ,TX,24823,1016.93,24.41,835,2,21.95,18.8
48333,Mills County ,TX,4873,748.26,6.51,459,2,21.7,21.2
48335,Mitchell County ,TX,8545,911.09,9.38,763,3,17.5,20.45
48337,Montague County ,TX,19818,930.91,21.29,1168,12,17.15,17.7
48339,Montgomery County ,TX,607391,1041.74,583.05,38481,66,51.8,15.95
48341,Moore County ,TX,20940,899.69,23.27,1329,13,21.9,12.25
48343,Morris County ,TX,12388,251.99,49.16,633,3,20.8,18.05
48345,Motley County ,TX,1200,989.56,1.21,83,2,14.35,19.35
48347,Nacogdoches County ,TX,65204,946.54,68.89,3196,5,23.1,17.9
48349,Navarro County ,TX,50113,1009.63,49.64,2587,13,21.9,16.15
48351,Newton County ,TX,13595,933.68,14.56,282,2,12.3,18.05
48353,Nolan County ,TX,14714,912.0,16.13,337,6,20.4,20.15
48355,Nueces County ,TX,362294,838.48,432.08,14789,30,54.85,19.0
48357,Ochiltree County ,TX,9836,917.63,10.72,314,5,18.75,9.8
48359,Oldham County ,TX,2112,1500.53,1.41,119,0,17.35,13.4
48361,Orange County ,TX,83396,333.67,249.94,477,12,34.8,16.4
48363,Palo Pinto County ,TX,29189,951.79,30.67,1711,12,18.9,17.7
48365,Panola County ,TX,23194,801.75,28.93,1158,6,36.1,16.35
48367,Parker County ,TX,142878,903.48,158.14,7175,30,26.45,15.5
48369,Parmer County ,TX,9605,880.78,10.91,511,3,19.75,16.8
48371,Pecos County ,TX,15823,4763.85,3.32,166,4,27.9,18.15
48373,Polk County ,TX,51353,1057.09,48.58,1385,10,45.25,21.2
48375,Potter County ,TX,117415,908.37,129.26,2195,69,21.9,15.45
48377,Presidio County ,TX,6704,3855.24,1.74,15,4,47.5,16.5
48379,Rains County ,TX,12514,229.45,54.54,181,3,17.95,18.0
48381,Randall County ,TX,137713,911.54,151.08,-42,51,44.15,17.45
48383,Reagan County ,TX,3849,1175.3,3.27,167,3,19.1,11.4
48385,Real County ,TX,3452,699.2,4.94,178,2,24.45,19.9
48387,Red River County ,TX,12023,1036.58,11.6,585,3,20.3,14.3
48389,Reeves County ,TX,15976,2635.38,6.06,636,6,25.35,13.2
48391,Refugio County ,TX,6948,770.44,9.02,444,0,26.35,20.4
48393,Roberts County ,TX,854,924.06,0.92,41,0,16.85,17.35
48395,Robertson County ,TX,17074,855.68,19.95,1379,2,21.65,16.95
48397,Rockwall County ,TX,104915,127.04,825.84,7003,17,28.45,17.0
48399,Runnels County ,TX,10264,1050.95,9.77,411,4,21.8,17.35
48401,Rusk County ,TX,54406,924.03,58.88,1779,11,18.7,16.4
48403,Sabine County ,TX,10542,491.39,21.45,210,1,35.75,19.7
48405,San Augustine County ,TX,8237,530.66,15.52,105,0,19.75,18.35
48407,San Jacinto County ,TX,28859,569.24,50.7,1990,8,16.8,17.05
48409,San Patricio County ,TX,66730,693.45,96.23,2948,17,27.15,16.65
48411,San Saba County ,TX,6055,1135.3,5.33,191,2,17.9,12.2
48413,Schleicher County ,TX,2793,1310.63,2.13,118,0,20.75,18.5
48415,Scurry County ,TX,16703,905.44,18.45,1218,8,23.1,16.45
48417,Shackelford County ,TX,3265,914.29,3.57,57,5,18.25,17.95
48419,Shelby County ,TX,25274,795.58,31.77,1148,5,33.95,14.5
48421,Sherman County ,TX,3022,923.04,3.27,146,0,16.8,9.65
48423,Smith County ,TX,232751,921.45,252.59,4925,37,43.7,17.85
48425,Somervell County ,TX,9128,186.46,48.95,459,6,22.3,18.85
